date,country,E1_contagio,E2_tend_contagio,E3_presion_hosp,E4_tend_hosp,E5_restriccion,E6_tend_socioec,E7_preocupacion,A1_work,A2_school,A3_ptrans,A4_conf
2020-05-06,BR,0.0,0.0,0.0841346153846153,0.0,81.02,0.0,0.8671558704453441,3.0,3.0,2.0,2.0
2020-05-07,BR,0.0,0.0,0.0773553927759535,-0.0067792226086618,81.02,0.0,0.8616443546350089,3.0,3.0,2.0,2.0
2020-05-08,BR,0.0,0.0,0.0756404523094613,-0.0017149404664922,81.02,0.0,0.8644988181179326,3.0,3.0,2.0,2.0
2020-05-09,BR,0.0,0.0,0.074699577784995,-0.0009408745244662,81.02,0.0,0.8582007145177005,3.0,3.0,2.0,2.0
2020-05-10,BR,0.0,0.0,0.0736323049243685,-0.0010672728606264,81.02,0.0,0.8721263410408476,3.0,3.0,2.0,2.0
2020-05-11,BR,0.0,0.0,0.0778108947935822,0.0041785898692136,81.02,0.0,0.8702517597818504,3.0,3.0,2.0,2.0
2020-05-12,BR,0.0,0.0,0.0782648762506581,0.0004539814570758,81.02,0.0,0.8677593470247499,3.0,3.0,2.0,2.0
2020-05-13,BR,0.0,0.0,0.0827102090645505,0.0044453328138924,81.02,0.0,0.8578513657866625,3.0,3.0,2.0,2.0
2020-05-14,BR,0.0,0.0,0.0821423415620036,-0.0005678675025469,81.02,0.0,0.8456763389634763,3.0,3.0,2.0,2.0
2020-05-15,BR,0.00779,0.00779,0.0820060129213841,-0.0001363286406195,81.02,0.0,0.8498688671400243,3.0,3.0,2.0,2.0
2020-05-16,BR,0.01649,0.0087,0.0816450321484895,-0.0003609807728945,81.02,0.0,0.8421691131869465,3.0,3.0,2.0,2.0
2020-05-17,BR,0.02431,0.0078199999999999,0.0797872340425531,-0.0018577981059364,81.02,0.0,0.8581949964928688,3.0,3.0,2.0,2.0
2020-05-18,BR,0.01868,-0.00563,0.0782267115600448,-0.0015605224825082,81.02,0.0,0.8614478114478115,3.0,3.0,2.0,2.0
2020-05-19,BR,0.02299,0.00431,0.0808935028578093,0.0026667912977644,81.02,0.0,0.848652746996384,3.0,3.0,2.0,2.0
2020-05-20,BR,0.06895,0.04596,0.0763623741756334,-0.0045311286821758,81.02,0.0,0.8497049635543215,3.0,3.0,2.0,2.0
2020-05-21,BR,0.02899,-0.0399599999999999,0.0834733465709484,0.0071109723953149,81.02,0.0,0.8447380479608981,3.0,3.0,2.0,2.0
2020-05-22,BR,0.01542,-0.0135699999999999,0.0811521856449,-0.0023211609260483,81.02,0.0,0.838302752293578,3.0,3.0,2.0,2.0
2020-05-23,BR,0.01385,-0.00157,0.0794597989949748,-0.0016923866499252,81.02,0.0,0.8425879396984924,3.0,3.0,2.0,2.0
2020-05-24,BR,0.01,-0.0038499999999999,0.0739898234061658,-0.0054699755888089,81.02,0.0,0.8428614187369051,3.0,3.0,2.0,2.0
2020-05-25,BR,0.03913,0.0291299999999999,0.0748533159485568,0.000863492542391,81.02,0.0,0.8537900788241569,3.0,3.0,2.0,2.0
2020-05-26,BR,0.04365,0.00452,0.1176470588235293,0.0427937428749724,81.02,0.0,0.9294117647058824,3.0,3.0,2.0,2.0
2020-05-27,BR,0.00556,-0.03809,0.0773011346398883,-0.0403459241836409,81.02,0.0,0.8459438140889509,3.0,3.0,2.0,2.0
2020-05-28,BR,0.00455,-0.0010099999999999,0.0871410736579275,0.0098399390180392,81.02,0.0,0.8393882646691635,3.0,3.0,2.0,2.0
2020-05-29,BR,0.01111,0.00656,0.0818429237947122,-0.0052981498632153,81.02,0.0,0.8328797304302747,3.0,3.0,2.0,2.0
2020-05-30,BR,0.0111099999999936,-6.3993949028784406e-15,0.1111111111111111,0.0292681873163989,81.02,0.0,0.9393939393939394,3.0,3.0,2.0,2.0
2020-05-31,BR,0.0111099999999936,0.0,0.0784840346165323,-0.0326270764945788,81.02,0.0,0.8451208594449419,3.0,3.0,2.0,2.0
