estado,"a0=(0, 0, 0, 0)","a1=(0, 0, 0, 1)","a2=(0, 0, 0, 2)","a3=(0, 0, 1, 0)","a4=(0, 0, 1, 1)","a5=(0, 0, 1, 2)","a6=(0, 0, 2, 0)","a7=(0, 0, 2, 1)","a8=(0, 0, 2, 2)","a9=(0, 1, 0, 0)","a10=(0, 1, 0, 1)","a11=(0, 1, 0, 2)","a12=(0, 1, 1, 0)","a13=(0, 1, 1, 1)","a14=(0, 1, 1, 2)","a15=(0, 1, 2, 0)","a16=(0, 1, 2, 1)","a17=(0, 1, 2, 2)","a18=(0, 2, 0, 0)","a19=(0, 2, 0, 1)","a20=(0, 2, 0, 2)","a21=(0, 2, 1, 0)","a22=(0, 2, 1, 1)","a23=(0, 2, 1, 2)","a24=(0, 2, 2, 0)","a25=(0, 2, 2, 1)","a26=(0, 2, 2, 2)","a27=(1, 0, 0, 0)","a28=(1, 0, 0, 1)","a29=(1, 0, 0, 2)","a30=(1, 0, 1, 0)","a31=(1, 0, 1, 1)","a32=(1, 0, 1, 2)","a33=(1, 0, 2, 0)","a34=(1, 0, 2, 1)","a35=(1, 0, 2, 2)","a36=(1, 1, 0, 0)","a37=(1, 1, 0, 1)","a38=(1, 1, 0, 2)","a39=(1, 1, 1, 0)","a40=(1, 1, 1, 1)","a41=(1, 1, 1, 2)","a42=(1, 1, 2, 0)","a43=(1, 1, 2, 1)","a44=(1, 1, 2, 2)","a45=(1, 2, 0, 0)","a46=(1, 2, 0, 1)","a47=(1, 2, 0, 2)","a48=(1, 2, 1, 0)","a49=(1, 2, 1, 1)","a50=(1, 2, 1, 2)","a51=(1, 2, 2, 0)","a52=(1, 2, 2, 1)","a53=(1, 2, 2, 2)","a54=(2, 0, 0, 0)","a55=(2, 0, 0, 1)","a56=(2, 0, 0, 2)","a57=(2, 0, 1, 0)","a58=(2, 0, 1, 1)","a59=(2, 0, 1, 2)","a60=(2, 0, 2, 0)","a61=(2, 0, 2, 1)","a62=(2, 0, 2, 2)","a63=(2, 1, 0, 0)","a64=(2, 1, 0, 1)","a65=(2, 1, 0, 2)","a66=(2, 1, 1, 0)","a67=(2, 1, 1, 1)","a68=(2, 1, 1, 2)","a69=(2, 1, 2, 0)","a70=(2, 1, 2, 1)","a71=(2, 1, 2, 2)","a72=(2, 2, 0, 0)","a73=(2, 2, 0, 1)","a74=(2, 2, 0, 2)","a75=(2, 2, 1, 0)","a76=(2, 2, 1, 1)","a77=(2, 2, 1, 2)","a78=(2, 2, 2, 0)","a79=(2, 2, 2, 1)","a80=(2, 2, 2, 2)"
c=A dc=0 h=A dh=+ L=M dL=+ preo=B,-0.3619,0.0000,-0.3092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2882,-0.2532,0.0000,0.0000,-0.2488,-0.3174,0.0000,-0.2383,-0.2949,-0.5484,-0.6479,-0.1888,0.0000,0.0000,0.0000,0.0000,-0.2796,-0.5511,-0.2706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3535,0.0000,-0.2992,0.0000,-0.2467,-0.2985,2.1942,-0.2539,0.0000,0.0000,-0.2860,0.0000,-0.2239,0.0000,-0.4640,-0.2063,-0.0211,0.0000,-0.3321,0.0000,0.0000,-0.6845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4250,-0.2624,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1496,0.0000,-0.2074,-0.3549,0.0000,0.0000,-0.2035,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=M dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6061,0.0000,0.0000,0.0000,0.0000,-0.3226,0.0000,0.0000,-0.1967,0.0000,0.0000,0.0000,0.0000,-0.3851,-0.0223,0.0000,-0.2953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3168,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1880,0.0000,0.0000,-0.4591,0.0000,-0.3104,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5471,0.0000,0.0000,-0.3938,0.0000,0.0000,0.0000,-0.2112,-0.2598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=M dL=+ preo=A,-1.0179,-1.0551,-0.5617,-1.0898,-0.7431,-0.6066,-0.6651,-0.8981,-1.3110,-1.1438,-0.9788,-0.5769,-0.5975,-0.8223,-1.2105,-0.5973,-1.1108,-0.8524,-1.1318,-1.0120,-0.6284,-1.0130,-0.9500,-0.8292,-0.8744,-0.8413,-0.5415,-1.0417,-1.1506,-0.7538,-1.2956,-0.7569,-0.7018,-0.8419,-0.8548,-0.9452,-1.0476,-1.1498,-0.7363,-0.6762,-1.1084,-1.1403,-0.9166,-0.7956,-0.7688,-0.6356,-0.6592,-0.3570,-0.7668,-1.0393,-0.9733,-0.8963,-0.9689,-0.5817,-0.7586,-1.0131,-0.7793,-0.5971,-1.1200,-0.7500,-0.5418,-0.5692,-1.0952,-0.5815,-1.1277,-0.7668,-0.5841,-0.5999,-0.7670,-0.5832,-0.6935,-0.8849,-0.7174,-0.7267,-0.9419,-0.6072,-0.6411,-0.9378,-0.9709,-0.5764,-1.1162
c=A dc=0 h=A dh=+ L=A dL=- preo=B,-0.2377,-0.4845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3326,0.0000,-0.1971,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6274,0.0000,0.0000,0.0000,0.0000,-0.3312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2682,0.0000,0.0000,0.0000,-0.0946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1344,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=- preo=M,-0.4760,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2381,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0535,0.0000,0.0000,0.0000,-0.3688,0.0000,0.0000,-0.2290,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5872,0.0000,0.0000,-0.1843,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1960,0.0000,0.0000,-0.9318,0.0000,-0.9697,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1603,0.0000,0.0000,-0.4058,0.0000,0.0000,0.0000,0.0000,-0.5307,0.0000,-0.6785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1366,0.0000,0.0000,0.0000,-0.8746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0887,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0452,0.0000,0.4675,0.0000
c=A dc=0 h=A dh=+ L=A dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5246,0.0000,0.0000,-0.3822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1840,0.0000,0.0000,0.0000,0.0000,-0.3329,-0.8887,-0.2279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4586,0.0000,-0.5499,0.0000,0.0000,0.0000,-0.0028,0.0000,-0.7669,0.0000,0.0000,-0.4829,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7443,0.0000,-0.2857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3511,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.6417
c=A dc=0 h=A dh=+ L=A dL=+ preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3228,0.0000,0.0000,0.0000,0.0000,-0.2220,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5455,0.0000,-0.3346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0980,-0.1983,0.0000,0.0000,-0.2480,0.5727,0.0000,0.0000,0.0000,-0.5201,0.0000,0.0000,0.0000,-0.6897,0.0000,0.0000,-0.0631,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6433,-0.5352,0.0000,0.0000,0.0000,0.0000,-0.0676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1721,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=0 h=A dh=+ L=A dL=+ preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2615,0.0000,0.0000,0.0000,0.0000,-0.2466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2655,-0.3597,0.0000,0.0000,0.0000,0.0000,-0.8031,0.0000,0.0000,0.0000,0.0000,0.0000,-0.4635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2134,0.0000,0.0000,0.0000,1.3947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.6865,0.0000,-0.3374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2695,0.0000,0.0000,0.0000,-0.1757,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=- preo=B,10.4316,11.7047,11.7146,13.0947,12.1129,12.2881,13.3673,12.9708,12.5454,12.1665,13.4121,12.8773,12.6539,11.0633,13.0838,13.1675,13.5830,13.6809,13.2365,10.5840,13.1650,13.0975,13.0543,12.3117,11.8139,12.9611,14.9940,12.7449,12.5496,13.1568,11.6776,11.6487,14.0315,12.6401,13.1635,12.3818,13.0125,12.4107,13.5924,13.2911,13.2470,13.3826,12.9877,14.1696,13.4283,11.9266,13.4037,15.0420,12.3271,14.0295,14.7320,12.6541,14.2500,14.3612,12.6387,12.3685,13.6907,11.0501,12.9906,14.6202,10.9867,13.5727,15.0511,12.7970,13.6708,15.3099,12.7992,14.3603,14.8229,13.9872,14.4884,15.0551,12.5903,13.8173,15.3317,13.6537,14.6315,15.2485,12.8602,14.7444,16.0868
c=A dc=+ h=B dh=- L=B dL=- preo=M,4.2718,-0.1985,-0.2252,4.1727,-0.2926,3.9519,0.0000,-0.2055,-0.1726,0.0000,3.1397,2.0100,1.2909,3.1158,-0.2084,-0.0899,3.0140,7.8303,6.4293,5.0845,6.3487,2.5824,-0.1363,-0.1672,3.4061,-0.1443,5.7512,4.5129,0.0000,4.4533,-0.2378,-0.1980,3.2287,6.2844,4.5623,-0.2788,2.5744,-0.1609,-0.1642,4.2760,4.1271,-0.0864,-0.1065,4.4213,5.5331,-0.2123,5.1102,8.1262,3.6335,0.0000,0.0000,5.7409,10.0416,-0.1663,-0.2376,-0.3964,-0.1886,-0.2141,6.6218,0.0000,3.9315,4.1469,-0.1612,2.9003,1.0565,-0.1412,-0.2100,5.0363,0.0000,0.0000,-0.1532,8.6353,0.0000,0.0000,5.4223,-0.0983,9.7488,7.4920,-0.1608,4.8758,0.0000
c=A dc=+ h=B dh=- L=B dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2959,0.0000,-0.2170,0.0000,0.0000,1.0018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.5302,-0.2936,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1907,0.0000,0.0000,0.0000,0.0000,-0.2601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0377,0.0000,0.0000,0.0000,0.0000,-0.2078,0.0000,-0.2027,0.0000,-0.1864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=0 preo=B,0.0000,0.0000,5.4699,0.0000,0.0000,0.0000,0.0000,-0.2372,0.0000,0.0000,3.1558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7825,0.0000,-0.2405,5.8890,0.0000,0.0000,4.4772,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1917,7.8716,11.7002,-0.2086,0.0000,0.0000,0.0000,0.0000,-0.1191,0.0000,0.0000,5.9327,0.0000,0.0000,8.5432,0.0000,5.4647,0.0000,0.0000,0.0000,6.2598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1528,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=0 preo=M,0.0000,0.0000,-0.2277,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0376,0.0000,0.0000,5.5062,0.0000,0.0000,0.0000,0.0000,-0.2404,-0.2784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5015,0.0000,0.0000,0.0000,0.0000,0.0000,10.3872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=+ preo=B,11.3145,6.3339,8.4175,7.1188,4.4633,10.6464,6.8494,8.7333,3.4079,10.2987,11.7654,5.6901,8.6811,10.1815,12.5345,0.0000,5.6402,8.5266,5.7131,0.0000,0.0000,0.0000,6.0686,7.2923,5.6175,10.6308,10.7060,10.8890,8.4724,6.2685,9.8028,8.4694,10.5564,0.0000,0.0000,10.4340,6.9230,4.1026,8.5268,0.0000,0.0000,7.6031,6.1465,11.3714,11.5561,8.7807,7.6566,6.1029,5.0488,8.4137,13.1939,8.9970,12.5863,7.5387,0.0000,11.2771,5.8888,7.6940,0.0000,10.2609,9.1788,0.0000,4.9005,4.3940,11.3466,5.5504,1.6830,10.4706,7.5956,10.2756,8.5990,11.1283,11.9415,8.1997,7.5585,6.0486,15.1347,11.0745,10.2085,0.0000,13.0381
c=A dc=+ h=B dh=- L=B dL=+ preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2664,0.0000,0.0000,0.0000,0.0000,-0.2497,0.0000,0.0000,0.0000,-0.1550,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1812,4.3766,0.0000,0.0000,-0.1785,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4946,0.0000,0.0000,0.0000,0.0000,0.0000,8.0693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1598,0.0000,0.0000,0.0000,0.0000,-0.1545,-0.1505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=B dL=+ preo=A,0.0000,0.0000,-0.2299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0883,0.0000,-0.1941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0421,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.4005,0.0000,0.0000,-0.2054,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1322,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=- preo=B,6.6056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.8577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2025,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2295,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.3576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1834,14.8658,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=- preo=M,-0.2257,0.0000,0.0000,0.0000,0.0000,-0.1970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2524,4.6740,9.2503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=- preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2487,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=0 preo=B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.5917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=0 preo=M,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.3362,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=0 preo=A,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
c=A dc=+ h=B dh=- L=M dL=+ preo=B,0.0000,0.0000,0.0000,0.0000,6.6766,0.0000,4.9269,-0.1800,5.7506,3.8985,0.0000,0.0000,0.0000,-0.2287,8.5431,0.0000,3.8574,0.0000,6.6526,7.2492,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.3394,0.0000,13.1725,5.4486,0.0000,0.0000,0.0000,0.0000,7.1337,7.7089,0.0000,7.2268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0917,5.4923,7.0456,0.0000,6.7123,0.0000,6.7213,0.0000,0.0000,5.7233,0.0000,0.0000,6.6949,0.0000,7.0032,0.0000,0.0000,0.0000,-0.1559,7.6971,6.5101,6.7843,10.7522,6.9227,0.0000,0.0000,0.0000,7.4851,0.0000,6.8872,0.0000,0.0000
