episodio,retorno_medio,retorno_ic95_lo,retorno_ic95_hi,td_medio,td_ic95_lo,td_ic95_hi
1488,156.4020,147.4316,165.3724,0.730907,0.701911,0.759903
1489,161.5217,151.4906,171.5529,0.728989,0.705839,0.752138
1490,149.0860,139.7552,158.4169,0.740037,0.717582,0.762491
1491,160.0938,149.0082,171.1793,0.723748,0.694219,0.753277
1492,152.7241,142.7388,162.7095,0.731781,0.705513,0.758048
1493,159.0360,147.7632,170.3087,0.712419,0.681959,0.742878
1494,160.3419,149.5061,171.1776,0.730351,0.698719,0.761984
1495,164.2966,155.4760,173.1172,0.721905,0.694619,0.749191
1496,163.9045,155.5989,172.2101,0.730792,0.697817,0.763768
1497,155.7281,146.5043,164.9518,0.729213,0.698642,0.759784
1498,159.2786,150.5911,167.9660,0.741428,0.710728,0.772128
1499,155.3261,144.9908,165.6613,0.729244,0.695467,0.763021
1500,160.4872,148.6696,172.3048,0.726278,0.698031,0.754525
1501,157.3085,149.5203,165.0968,0.724056,0.703242,0.744871
1502,156.9305,146.9233,166.9376,0.725559,0.697087,0.754032
1503,159.7800,149.4423,170.1177,0.734386,0.705039,0.763733
1504,158.8482,148.6915,169.0049,0.728408,0.696661,0.760155
1505,156.1127,148.0066,164.2189,0.730519,0.699566,0.761472
1506,160.9541,151.1461,170.7622,0.713939,0.682821,0.745058
1507,157.6260,149.2694,165.9825,0.741002,0.709348,0.772655
1508,152.1484,144.1604,160.1364,0.744844,0.722321,0.767368
1509,160.7889,153.2941,168.2838,0.707929,0.682414,0.733444
1510,149.5636,140.4308,158.6964,0.736526,0.708538,0.764515
1511,165.1352,154.5841,175.6864,0.736039,0.704996,0.767081
1512,162.0696,153.8997,170.2396,0.718414,0.689652,0.747176
1513,152.3885,142.2480,162.5291,0.739559,0.707651,0.771466
1514,153.8166,142.4343,165.1989,0.727349,0.697262,0.757436
1515,160.7851,150.7564,170.8139,0.732949,0.704937,0.760960
1516,154.2795,144.5712,163.9878,0.727925,0.688380,0.767470
1517,157.2166,148.8469,165.5863,0.722222,0.693039,0.751405
1518,153.2342,142.3251,164.1434,0.708140,0.683573,0.732706
1519,155.8425,147.0329,164.6522,0.724112,0.695139,0.753085
1520,160.9137,153.2837,168.5438,0.706336,0.677768,0.734904
1521,154.9169,143.9097,165.9240,0.736739,0.705621,0.767858
1522,163.8918,155.5763,172.2074,0.719241,0.689533,0.748948
1523,155.6773,147.2314,164.1232,0.754922,0.729584,0.780260
1524,165.1995,156.9431,173.4559,0.723828,0.692290,0.755366
1525,160.9709,152.3430,169.5988,0.726717,0.698706,0.754727
1526,155.6348,144.9945,166.2751,0.708412,0.681249,0.735574
1527,158.0085,148.4613,167.5557,0.717132,0.687079,0.747185
1528,161.6302,152.2610,170.9994,0.696569,0.666832,0.726306
1529,153.6297,142.3874,164.8719,0.728558,0.701399,0.755717
1530,159.1649,148.9465,169.3833,0.720882,0.693248,0.748517
1531,150.0205,141.1012,158.9397,0.743980,0.714513,0.773448
1532,159.1824,149.0718,169.2930,0.713251,0.691985,0.734516
1533,156.6646,145.0704,168.2588,0.727134,0.696085,0.758183
1534,160.6775,151.4786,169.8764,0.726573,0.697349,0.755798
1535,159.5589,150.1834,168.9344,0.736870,0.702218,0.771522
1536,162.8327,154.6776,170.9879,0.728327,0.700536,0.756118
1537,160.2115,150.9549,169.4681,0.736584,0.702740,0.770428
1538,156.4174,146.4051,166.4298,0.747486,0.711642,0.783330
1539,160.6627,151.8273,169.4981,0.728624,0.699905,0.757344
1540,156.5605,146.7666,166.3544,0.732072,0.704291,0.759853
1541,162.1526,152.9094,171.3958,0.721855,0.695821,0.747890
1542,162.7043,153.8562,171.5524,0.718599,0.695539,0.741660
1543,157.5965,149.4316,165.7614,0.728283,0.697408,0.759159
1544,160.2488,150.9797,169.5178,0.729683,0.699930,0.759435
1545,162.8143,154.4199,171.2087,0.718102,0.694375,0.741830
1546,152.9839,143.3940,162.5738,0.715398,0.689507,0.741289
1547,157.3904,149.6192,165.1616,0.728421,0.696192,0.760651
1548,167.3701,156.6271,178.1131,0.725233,0.699999,0.750468
1549,158.3645,148.7815,167.9475,0.706613,0.680402,0.732824
1550,160.0210,152.0132,168.0288,0.726257,0.695781,0.756734
1551,149.7986,141.0742,158.5230,0.737897,0.711512,0.764282
1552,153.3603,144.5456,162.1750,0.737854,0.703663,0.772045
1553,160.8806,150.9106,170.8506,0.721745,0.696558,0.746932
1554,163.0346,153.6871,172.3820,0.709494,0.680212,0.738776
1555,161.5254,152.4052,170.6455,0.720819,0.689123,0.752514
1556,161.1463,151.1450,171.1476,0.731976,0.705891,0.758061
1557,158.5195,149.5463,167.4926,0.721720,0.693973,0.749467
1558,162.1311,151.1046,173.1575,0.724158,0.695708,0.752609
1559,156.5623,148.5489,164.5758,0.729267,0.701910,0.756625
1560,165.2325,154.3752,176.0898,0.722446,0.693030,0.751862
1561,159.8535,150.9022,168.8049,0.720561,0.692032,0.749090
1562,157.5291,146.2326,168.8256,0.719150,0.693306,0.744994
1563,156.7134,147.1536,166.2732,0.718487,0.687477,0.749497
1564,160.6680,148.8242,172.5117,0.732226,0.695713,0.768738
1565,163.0063,152.1777,173.8349,0.725221,0.694425,0.756018
1566,157.0166,147.4013,166.6319,0.728081,0.692453,0.763709
1567,159.9125,149.6151,170.2100,0.730245,0.699526,0.760965
1568,158.8799,150.4662,167.2935,0.732576,0.708128,0.757024
1569,154.8341,142.5679,167.1003,0.735236,0.703890,0.766581
1570,160.2083,152.6434,167.7731,0.714309,0.685618,0.743000
1571,163.3265,153.4802,173.1729,0.702806,0.673986,0.731626
1572,159.0708,150.7750,167.3666,0.744386,0.710307,0.778465
1573,158.2585,151.2227,165.2944,0.735012,0.710719,0.759304
1574,159.2279,151.2394,167.2165,0.728558,0.698657,0.758460
1575,162.1124,150.5307,173.6941,0.720735,0.695828,0.745642
1576,160.9539,150.6533,171.2545,0.707254,0.678298,0.736210
1577,168.1589,157.7390,178.5789,0.709147,0.677242,0.741053
1578,162.3001,151.5980,173.0022,0.716148,0.687005,0.745291
1579,160.8119,149.4015,172.2223,0.731802,0.700409,0.763196
1580,154.8256,145.1252,164.5260,0.718185,0.689372,0.746998
1581,168.0130,157.2035,178.8225,0.719166,0.690121,0.748212
1582,159.7707,147.6602,171.8811,0.729349,0.701268,0.757431
1583,165.9751,155.6688,176.2814,0.705947,0.680591,0.731302
1584,156.0246,145.7892,166.2600,0.753961,0.719598,0.788324
1585,161.4110,151.8120,171.0101,0.718868,0.702051,0.735685
1586,163.9582,153.8636,174.0527,0.716908,0.691437,0.742378
1587,165.0452,157.1140,172.9764,0.707950,0.679544,0.736356
1588,155.8478,145.5554,166.1403,0.739252,0.713121,0.765384
1589,156.9103,149.3194,164.5012,0.710143,0.683063,0.737222
1590,158.2317,150.6739,165.7894,0.729675,0.702474,0.756877
1591,159.7086,149.8385,169.5787,0.726027,0.699311,0.752742
1592,165.1686,155.3396,174.9977,0.711612,0.684766,0.738457
1593,155.1437,145.5619,164.7254,0.737764,0.709780,0.765748
1594,160.7054,153.6576,167.7531,0.721757,0.695818,0.747697
1595,162.8477,154.4660,171.2293,0.722136,0.693156,0.751117
1596,160.0058,149.0683,170.9433,0.703567,0.675359,0.731776
1597,158.8803,149.4237,168.3369,0.731498,0.703208,0.759788
1598,162.7996,153.9553,171.6439,0.710230,0.684364,0.736096
1599,165.5585,155.4818,175.6353,0.709758,0.681256,0.738260
1600,163.2600,151.9959,174.5242,0.723373,0.694064,0.752683
1601,159.9127,151.8698,167.9555,0.732922,0.699395,0.766448
1602,166.2717,158.4707,174.0726,0.702132,0.674171,0.730094
1603,160.1235,152.4232,167.8237,0.731623,0.702381,0.760865
1604,155.3635,146.0588,164.6682,0.724672,0.700318,0.749026
1605,159.3315,149.0840,169.5790,0.697087,0.671003,0.723171
1606,166.9769,156.1185,177.8354,0.713823,0.680630,0.747016
1607,159.8171,149.7535,169.8807,0.729045,0.700870,0.757219
1608,165.2342,156.5084,173.9600,0.696559,0.672337,0.720782
1609,161.3177,152.2830,170.3524,0.702968,0.681593,0.724343
1610,158.2106,148.3668,168.0545,0.749558,0.714867,0.784249
1611,154.9482,147.2631,162.6333,0.729685,0.696287,0.763083
1612,163.9257,152.3455,175.5059,0.717386,0.689007,0.745764
1613,159.3960,149.7676,169.0244,0.724215,0.696911,0.751518
1614,166.5926,157.8484,175.3368,0.715707,0.687686,0.743729
1615,160.0839,148.9446,171.2232,0.721502,0.694825,0.748180
1616,164.8516,155.5566,174.1467,0.721872,0.692152,0.751592
1617,162.6428,151.8661,173.4194,0.716432,0.686720,0.746144
1618,163.7006,155.3985,172.0027,0.733209,0.703716,0.762701
1619,163.0968,155.1513,171.0423,0.724907,0.696946,0.752868
1620,158.4375,148.5787,168.2962,0.719430,0.688243,0.750617
1621,164.3782,153.6731,175.0832,0.749402,0.717864,0.780940
1622,163.1626,152.4642,173.8610,0.730464,0.696638,0.764291
1623,161.1442,151.8743,170.4141,0.723032,0.699043,0.747020
1624,167.8851,158.1914,177.5788,0.710242,0.683888,0.736596
1625,164.9869,155.3713,174.6025,0.722397,0.694532,0.750263
1626,173.1731,166.4470,179.8992,0.718589,0.689371,0.747807
1627,169.3433,159.3289,179.3576,0.711912,0.689221,0.734604
1628,165.7742,154.7192,176.8292,0.708284,0.681795,0.734773
1629,161.8402,151.7719,171.9085,0.724254,0.694566,0.753943
1630,156.2967,146.5790,166.0144,0.733049,0.708389,0.757709
1631,161.7606,153.3517,170.1695,0.737177,0.708167,0.766186
1632,166.0781,156.7086,175.4475,0.721543,0.694890,0.748197
1633,162.9892,154.3023,171.6762,0.724943,0.694702,0.755185
1634,162.5391,152.8288,172.2494,0.737349,0.706461,0.768238
1635,164.5379,154.6734,174.4023,0.724936,0.694171,0.755700
1636,158.8123,148.5540,169.0706,0.735551,0.706906,0.764197
1637,164.7670,155.5719,173.9621,0.746826,0.715555,0.778097
1638,164.2154,155.0972,173.3336,0.725942,0.697553,0.754332
1639,154.4386,142.9061,165.9711,0.744253,0.715224,0.773281
1640,168.0087,157.9745,178.0429,0.709979,0.684025,0.735932
1641,165.2711,155.3419,175.2003,0.708335,0.684072,0.732598
1642,162.5799,151.8490,173.3108,0.746939,0.717177,0.776702
1643,167.6500,160.0430,175.2570,0.716806,0.686802,0.746809
1644,161.8383,149.3836,174.2931,0.709342,0.674862,0.743822
1645,159.0665,150.3540,167.7789,0.748251,0.720013,0.776489
1646,163.8646,156.6368,171.0924,0.722173,0.683261,0.761085
1647,163.9637,155.0035,172.9239,0.727808,0.693406,0.762211
1648,171.2218,163.8621,178.5814,0.723050,0.684278,0.761821
1649,161.8453,152.4976,171.1930,0.723823,0.694721,0.752925
1650,169.2613,159.9400,178.5826,0.730892,0.696971,0.764814
1651,166.0215,156.3289,175.7141,0.724621,0.692416,0.756827
1652,158.8149,148.2443,169.3855,0.754676,0.715067,0.794284
1653,161.3405,152.5387,170.1423,0.731059,0.700691,0.761428
1654,171.3801,162.6388,180.1214,0.696476,0.669677,0.723275
1655,163.7752,154.4104,173.1399,0.704342,0.673663,0.735021
1656,153.2534,143.2006,163.3063,0.751855,0.724037,0.779673
1657,160.9909,151.6982,170.2835,0.726910,0.701207,0.752612
1658,169.3055,160.9958,177.6152,0.723830,0.698858,0.748802
1659,161.9359,154.3163,169.5555,0.729519,0.696018,0.763020
1660,160.7716,151.5321,170.0112,0.711238,0.685804,0.736671
1661,167.5744,157.8723,177.2765,0.707793,0.682901,0.732686
1662,161.3047,152.1331,170.4764,0.742250,0.717375,0.767125
1663,157.6340,145.8960,169.3720,0.740875,0.713731,0.768019
1664,171.7367,163.3022,180.1711,0.716040,0.682750,0.749330
1665,170.8081,162.9146,178.7016,0.719874,0.686854,0.752894
1666,160.9373,149.6082,172.2664,0.732816,0.696955,0.768677
1667,164.6774,156.0163,173.3386,0.726541,0.694985,0.758097
1668,166.3982,156.1412,176.6553,0.748921,0.715987,0.781856
1669,167.0483,157.5392,176.5573,0.745395,0.715519,0.775272
1670,163.5343,155.5238,171.5448,0.751288,0.725119,0.777458
1671,168.4706,160.6662,176.2750,0.729040,0.694144,0.763936
1672,167.4237,157.9065,176.9408,0.730715,0.693316,0.768114
1673,161.0912,152.8845,169.2979,0.743330,0.714936,0.771724
1674,161.1080,151.7372,170.4787,0.736771,0.706723,0.766820
1675,168.5424,157.8652,179.2197,0.719366,0.697211,0.741521
1676,168.3497,159.6364,177.0631,0.735254,0.710629,0.759879
1677,170.5314,161.0177,180.0452,0.726034,0.692169,0.759899
1678,166.4443,157.8344,175.0542,0.722224,0.694152,0.750296
1679,166.7730,158.5209,175.0251,0.730414,0.703554,0.757275
1680,166.2468,155.5213,176.9722,0.730778,0.701478,0.760077
1681,168.3686,159.0389,177.6982,0.729219,0.703049,0.755388
1682,172.3937,164.1467,180.6407,0.737803,0.712446,0.763160
1683,168.6761,158.6860,178.6662,0.722561,0.696718,0.748404
1684,163.7482,153.7542,173.7422,0.733636,0.703817,0.763454
1685,165.3279,153.3635,177.2922,0.716921,0.689815,0.744027
1686,172.2564,160.6509,183.8618,0.714103,0.686242,0.741964
1687,163.9562,156.8454,171.0670,0.722092,0.683465,0.760719
1688,172.1636,162.0675,182.2596,0.741044,0.707548,0.774540
1689,164.8694,155.0189,174.7199,0.736027,0.705279,0.766775
1690,165.1751,154.1889,176.1612,0.728065,0.694665,0.761464
1691,168.0259,156.2263,179.8255,0.725417,0.695448,0.755386
1692,162.6184,152.6970,172.5398,0.738811,0.708674,0.768949
1693,170.5418,159.9143,181.1693,0.739633,0.704625,0.774640
1694,172.3754,163.6232,181.1276,0.711439,0.684811,0.738067
1695,167.5815,159.2406,175.9224,0.732073,0.711123,0.753023
1696,170.9741,163.7018,178.2465,0.721881,0.693434,0.750327
1697,164.7623,154.9597,174.5648,0.714938,0.681685,0.748190
1698,166.5640,156.6040,176.5240,0.734561,0.704890,0.764231
1699,161.3290,151.0344,171.6236,0.737562,0.705032,0.770091
1700,164.8556,155.1555,174.5558,0.736116,0.703179,0.769054
1701,164.8036,155.9546,173.6526,0.731389,0.701434,0.761344
1702,166.9550,155.7327,178.1772,0.734711,0.708185,0.761237
1703,164.9197,156.3219,173.5176,0.731049,0.698865,0.763233
1704,164.1741,154.8172,173.5311,0.742511,0.715975,0.769047
1705,163.0399,151.7677,174.3120,0.735666,0.706903,0.764430
1706,169.2546,159.1231,179.3862,0.722444,0.687420,0.757469
1707,161.3343,152.1143,170.5542,0.728228,0.698852,0.757603
1708,169.2519,159.5421,178.9618,0.750247,0.714458,0.786035
1709,160.9646,152.7725,169.1567,0.746510,0.709072,0.783947
1710,152.6657,142.2883,163.0431,0.733054,0.706949,0.759159
1711,164.6716,154.6674,174.6757,0.739293,0.703799,0.774787
1712,160.5732,152.2590,168.8874,0.741861,0.712216,0.771507
1713,165.5011,156.6204,174.3818,0.730634,0.701360,0.759908
1714,167.3849,159.7948,174.9749,0.732428,0.704928,0.759929
1715,160.3168,151.7210,168.9126,0.735009,0.702747,0.767270
1716,164.4289,152.4516,176.4061,0.714964,0.686105,0.743824
1717,174.0989,165.8431,182.3548,0.721557,0.697967,0.745147
1718,168.0340,156.7922,179.2758,0.722539,0.692219,0.752860
1719,163.4676,154.9513,171.9840,0.722795,0.693318,0.752273
1720,160.4811,146.7042,174.2581,0.745154,0.712129,0.778180
1721,159.7863,149.2374,170.3352,0.752796,0.712796,0.792796
1722,159.8636,151.9989,167.7282,0.723028,0.696414,0.749643
1723,171.8725,163.0151,180.7298,0.720755,0.694470,0.747041
1724,162.6608,151.9057,173.4159,0.731382,0.697248,0.765516
1725,169.0825,159.4168,178.7483,0.728996,0.696661,0.761331
1726,155.6724,148.2323,163.1126,0.748588,0.718724,0.778451
1727,167.1534,157.9876,176.3192,0.749536,0.710055,0.789017
1728,168.0462,160.4194,175.6730,0.738722,0.713455,0.763989
1729,172.7320,163.6569,181.8070,0.710622,0.683465,0.737779
1730,173.3208,165.2528,181.3889,0.721173,0.688527,0.753818
1731,160.7004,151.5435,169.8572,0.759510,0.722454,0.796566
1732,169.6510,161.0731,178.2289,0.720707,0.687925,0.753489
1733,168.2891,159.2816,177.2967,0.739719,0.710934,0.768503
1734,170.3851,161.2467,179.5234,0.717979,0.691302,0.744656
1735,171.4516,162.5216,180.3817,0.737806,0.709228,0.766384
1736,171.8331,162.6154,181.0507,0.700841,0.680052,0.721631
1737,175.2006,165.0360,185.3652,0.720620,0.691853,0.749386
1738,158.6904,149.0594,168.3214,0.753978,0.717314,0.790643
1739,156.2201,147.0621,165.3780,0.737292,0.709216,0.765368
1740,163.0598,155.1867,170.9329,0.734286,0.695998,0.772573
1741,166.0215,155.6677,176.3753,0.724795,0.694035,0.755554
1742,175.4375,167.1644,183.7107,0.697837,0.669117,0.726557
1743,166.2990,157.1162,175.4817,0.748003,0.713375,0.782631
1744,172.1242,161.6553,182.5930,0.741581,0.705580,0.777582
1745,171.3323,161.8455,180.8190,0.725586,0.699303,0.751869
1746,167.2793,157.0946,177.4640,0.698392,0.667379,0.729405
1747,168.8424,159.8877,177.7971,0.733798,0.698132,0.769464
1748,173.9046,164.8142,182.9951,0.742651,0.710282,0.775021
1749,167.2191,155.9143,178.5239,0.732318,0.700850,0.763786
1750,175.2094,163.0315,187.3874,0.729868,0.697098,0.762637
1751,164.4187,154.4744,174.3631,0.749194,0.713544,0.784845
1752,162.6195,153.3587,171.8804,0.733535,0.702129,0.764942
1753,160.0929,149.7765,170.4094,0.735156,0.702074,0.768238
1754,170.3713,160.6492,180.0934,0.720440,0.692422,0.748457
1755,163.0160,153.1793,172.8527,0.744054,0.715394,0.772714
1756,169.1984,158.8815,179.5153,0.753447,0.721472,0.785422
1757,171.1226,163.1031,179.1421,0.736744,0.703672,0.769817
1758,172.2296,162.3512,182.1079,0.721799,0.692915,0.750683
1759,172.3873,164.6421,180.1324,0.734699,0.700461,0.768937
1760,168.1681,158.7571,177.5791,0.727456,0.702969,0.751943
1761,160.0477,149.5227,170.5727,0.744831,0.707794,0.781868
1762,167.9702,158.1565,177.7839,0.710725,0.682365,0.739084
1763,166.6875,157.5083,175.8667,0.740708,0.710918,0.770497
1764,171.2924,162.3790,180.2059,0.728438,0.702143,0.754733
1765,163.1969,154.3199,172.0738,0.742010,0.715793,0.768226
1766,171.9843,161.6722,182.2964,0.731893,0.698439,0.765347
1767,167.4390,157.0836,177.7944,0.720695,0.687832,0.753559
1768,173.0404,162.0933,183.9875,0.714219,0.688764,0.739674
1769,162.9895,152.9580,173.0210,0.744835,0.720498,0.769172
1770,172.9553,162.7902,183.1204,0.739490,0.712973,0.766007
1771,167.6403,156.8821,178.3984,0.739418,0.710872,0.767963
1772,165.1485,152.6712,177.6257,0.741310,0.713980,0.768639
1773,162.9038,153.2126,172.5950,0.722987,0.694906,0.751068
1774,169.6827,160.5323,178.8331,0.726628,0.691479,0.761777
1775,170.1821,160.6028,179.7614,0.732335,0.696912,0.767757
1776,163.2598,152.3085,174.2111,0.740297,0.715944,0.764650
1777,164.3955,154.4062,174.3848,0.732639,0.706493,0.758786
1778,173.1188,162.0011,184.2365,0.727764,0.700245,0.755284
1779,173.0487,164.4654,181.6319,0.720462,0.687935,0.752989
1780,178.7248,169.3127,188.1369,0.703357,0.674738,0.731975
1781,175.7102,166.6840,184.7364,0.713480,0.687149,0.739810
1782,172.7615,163.6464,181.8766,0.724281,0.699853,0.748709
1783,169.8197,161.7395,177.8998,0.757059,0.730226,0.783891
1784,170.7322,161.9213,179.5431,0.727591,0.702192,0.752990
1785,166.7124,156.0598,177.3649,0.740316,0.714725,0.765907
1786,163.1150,151.3683,174.8618,0.751212,0.716428,0.785995
1787,167.0253,155.5172,178.5333,0.732639,0.706342,0.758936
1788,162.3766,152.0579,172.6953,0.758768,0.730236,0.787301
1789,169.2115,159.7262,178.6968,0.719346,0.688149,0.750543
1790,175.5946,167.0029,184.1863,0.722190,0.689317,0.755062
1791,173.6253,161.0840,186.1666,0.741919,0.706550,0.777288
1792,171.5684,162.9167,180.2202,0.733717,0.698856,0.768578
1793,171.2041,162.3651,180.0431,0.726407,0.693076,0.759738
1794,167.7493,156.8483,178.6504,0.724576,0.688308,0.760845
1795,177.8244,169.4255,186.2234,0.724753,0.693781,0.755725
1796,166.7901,157.5871,175.9931,0.733198,0.704715,0.761682
1797,166.9952,155.3969,178.5935,0.720145,0.692959,0.747332
1798,170.2964,160.3683,180.2246,0.719781,0.697217,0.742345
1799,170.3634,162.1196,178.6073,0.720748,0.696674,0.744822
1800,167.6162,157.7858,177.4467,0.726066,0.694788,0.757343
1801,173.7906,161.8782,185.7030,0.734581,0.703249,0.765912
1802,169.2569,160.3863,178.1275,0.718985,0.697524,0.740446
1803,165.1744,153.1249,177.2239,0.729275,0.699472,0.759077
1804,174.0449,163.8805,184.2093,0.728623,0.700219,0.757027
1805,166.0161,157.3429,174.6893,0.747279,0.722075,0.772482
1806,166.6710,156.8423,176.4997,0.732970,0.700810,0.765129
1807,172.8775,163.0545,182.7006,0.733061,0.706394,0.759727
1808,176.4853,165.1039,187.8668,0.719170,0.694515,0.743825
1809,162.7885,152.2285,173.3486,0.738667,0.708408,0.768925
1810,181.0960,171.9395,190.2525,0.712063,0.680518,0.743607
1811,170.8825,160.9555,180.8095,0.721902,0.696514,0.747291
1812,174.6652,165.0919,184.2386,0.719908,0.689988,0.749827
1813,173.6304,163.3322,183.9285,0.739670,0.708471,0.770869
1814,168.7931,159.7601,177.8261,0.737206,0.704010,0.770402
1815,172.6788,161.4298,183.9279,0.735379,0.700958,0.769800
1816,166.4128,156.2971,176.5286,0.738817,0.701393,0.776242
1817,165.5165,155.1390,175.8941,0.731056,0.700025,0.762087
1818,164.1654,155.6830,172.6478,0.730504,0.697180,0.763828
1819,169.9891,159.1387,180.8395,0.735649,0.704936,0.766363
1820,168.9086,159.1728,178.6445,0.728250,0.703066,0.753434
1821,167.7252,158.9946,176.4558,0.728640,0.706576,0.750704
1822,166.8570,159.6573,174.0568,0.733981,0.704039,0.763923
1823,165.3108,153.7422,176.8794,0.721895,0.691630,0.752160
1824,162.9181,151.4030,174.4332,0.737805,0.700813,0.774798
1825,169.7788,158.5425,181.0150,0.721379,0.685699,0.757060
1826,175.8098,167.1286,184.4910,0.725030,0.699271,0.750789
1827,173.8458,163.9844,183.7073,0.737330,0.705670,0.768989
1828,168.0051,156.1294,179.8808,0.735134,0.703688,0.766580
1829,166.6824,155.4596,177.9052,0.727610,0.695154,0.760066
1830,168.5392,156.9808,180.0976,0.730038,0.702793,0.757283
1831,172.4554,161.7086,183.2023,0.730362,0.699708,0.761017
1832,165.5342,155.4816,175.5868,0.761779,0.731761,0.791798
1833,169.8585,161.3030,178.4140,0.716583,0.685785,0.747382
1834,173.0959,162.8378,183.3540,0.716785,0.687917,0.745653
1835,169.8049,160.0320,179.5779,0.733878,0.699520,0.768236
1836,173.3177,163.0337,183.6017,0.730374,0.704217,0.756532
1837,169.8784,158.5802,181.1765,0.715254,0.686462,0.744047
1838,176.2965,164.4483,188.1448,0.721375,0.693212,0.749538
1839,164.5456,154.9062,174.1851,0.721579,0.689176,0.753982
1840,175.9364,166.6553,185.2174,0.717036,0.694411,0.739660
1841,166.8211,155.6309,178.0113,0.736849,0.708576,0.765121
1842,174.4624,164.7171,184.2077,0.723359,0.691114,0.755605
1843,167.4665,159.3819,175.5511,0.743250,0.709552,0.776949
1844,163.5687,154.2616,172.8758,0.733525,0.706281,0.760769
1845,169.6301,159.7198,179.5405,0.728090,0.693124,0.763057
1846,168.8728,159.5063,178.2392,0.742286,0.706943,0.777628
1847,168.7303,159.2160,178.2447,0.754549,0.721636,0.787462
1848,173.9713,161.5009,186.4417,0.740866,0.703090,0.778641
1849,169.9487,162.1576,177.7398,0.737838,0.709056,0.766619
1850,168.5823,158.0776,179.0869,0.722834,0.693805,0.751863
1851,172.6062,162.0213,183.1911,0.730393,0.695284,0.765501
1852,164.5698,151.3217,177.8178,0.754428,0.719156,0.789700
1853,175.2677,165.7320,184.8035,0.737016,0.704058,0.769974
1854,168.9338,159.9269,177.9407,0.757546,0.724321,0.790771
1855,173.3417,164.2454,182.4380,0.729270,0.698183,0.760357
1856,166.4921,157.6090,175.3752,0.747888,0.710905,0.784871
1857,168.4655,158.0033,178.9277,0.737208,0.700172,0.774244
1858,165.8300,156.3349,175.3252,0.735563,0.703373,0.767753
1859,171.6103,160.2520,182.9686,0.728526,0.693382,0.763670
1860,171.2447,162.7310,179.7583,0.747151,0.722446,0.771855
1861,165.9405,155.0985,176.7825,0.718826,0.683807,0.753845
1862,166.6578,155.6565,177.6591,0.747899,0.718467,0.777332
1863,180.5653,169.0246,192.1060,0.730059,0.699041,0.761077
1864,180.1949,170.2630,190.1269,0.721714,0.698289,0.745140
1865,175.8746,166.8042,184.9449,0.744055,0.710629,0.777481
1866,172.3120,163.3637,181.2604,0.745161,0.711019,0.779303
1867,165.1692,155.1124,175.2260,0.753804,0.721577,0.786032
1868,171.3254,160.2678,182.3829,0.724731,0.693934,0.755528
1869,176.6889,164.9566,188.4211,0.735381,0.704107,0.766656
1870,168.9099,159.0033,178.8166,0.749658,0.722988,0.776329
1871,167.3582,158.1184,176.5981,0.734406,0.704434,0.764378
1872,168.9783,158.2363,179.7203,0.731409,0.696368,0.766450
1873,169.6209,158.1556,181.0861,0.736072,0.704947,0.767198
1874,175.1933,165.0210,185.3656,0.739028,0.707761,0.770295
1875,166.6254,157.4158,175.8351,0.741252,0.701687,0.780818
1876,166.6580,156.2779,177.0380,0.731326,0.700624,0.762028
1877,172.6109,163.4671,181.7546,0.736466,0.701214,0.771718
1878,175.2472,166.1381,184.3563,0.734119,0.705459,0.762780
1879,173.3694,160.8373,185.9014,0.721203,0.690530,0.751875
1880,174.2481,166.6982,181.7980,0.731503,0.694871,0.768136
1881,170.2011,158.9914,181.4108,0.731929,0.696000,0.767858
1882,174.4061,164.9572,183.8550,0.734633,0.706384,0.762882
1883,174.0189,165.6533,182.3844,0.752272,0.719777,0.784767
1884,165.0018,154.5516,175.4519,0.757889,0.725724,0.790055
1885,173.4864,162.4120,184.5608,0.722777,0.692160,0.753394
1886,173.5404,162.0958,184.9850,0.732923,0.703808,0.762037
1887,171.1622,160.2875,182.0369,0.732416,0.706085,0.758747
1888,173.6492,162.4065,184.8919,0.736734,0.707887,0.765581
1889,177.0801,167.0639,187.0963,0.717808,0.690022,0.745593
1890,172.8530,163.3983,182.3077,0.728257,0.701928,0.754586
1891,179.5481,171.4053,187.6910,0.728999,0.697088,0.760909
1892,175.3912,167.1554,183.6270,0.737370,0.707212,0.767528
1893,176.8887,166.5190,187.2584,0.724999,0.700114,0.749885
1894,169.4394,159.3379,179.5408,0.734630,0.709507,0.759753
1895,173.5398,164.7875,182.2920,0.729648,0.701741,0.757555
1896,171.2306,163.0934,179.3679,0.715048,0.686969,0.743127
1897,171.1673,162.5346,179.8000,0.742357,0.713685,0.771030
1898,178.6899,168.7751,188.6047,0.709038,0.679004,0.739072
1899,167.0298,157.2560,176.8036,0.733338,0.694274,0.772403
1900,177.4276,166.4394,188.4158,0.740871,0.702825,0.778916
1901,178.7938,169.0755,188.5120,0.735177,0.708383,0.761971
1902,178.5923,167.2453,189.9392,0.728546,0.699587,0.757506
1903,171.6709,161.5645,181.7772,0.751117,0.722431,0.779804
1904,169.6309,159.1098,180.1521,0.746084,0.708861,0.783306
1905,177.3181,169.1829,185.4533,0.727117,0.702425,0.751809
1906,173.3755,163.9917,182.7593,0.713856,0.684309,0.743402
1907,175.6485,165.8320,185.4650,0.737247,0.705247,0.769248
1908,172.9702,164.4114,181.5289,0.728373,0.694466,0.762279
1909,170.5953,159.8648,181.3257,0.736513,0.704271,0.768754
