episodio,retorno,c_medio,coste_medio,epsilon,error_TD_medio
43185,234.6914,0.3450,5.0274,0.0200,0.646608
43186,280.9939,0.3427,4.9233,0.0200,0.554850
43187,281.6093,0.3424,4.9616,0.0200,0.376059
43188,287.0456,0.3464,5.0411,0.0200,0.400768
43189,258.2903,0.3458,5.1233,0.0200,0.459317
43190,282.8786,0.3420,5.0658,0.0200,0.460485
43191,290.2698,0.3436,5.0082,0.0200,0.338250
43192,259.3355,0.3446,5.0575,0.0200,0.419704
43193,291.0311,0.3458,5.0822,0.0200,0.416308
43194,266.5142,0.3443,5.0630,0.0200,0.372447
43195,295.8662,0.3447,5.0329,0.0200,0.312664
43196,310.6042,0.3467,5.0822,0.0200,0.323104
43197,283.3239,0.3443,5.0274,0.0200,0.472664
43198,298.1359,0.3451,5.0877,0.0200,0.340051
43199,298.5878,0.3337,4.7397,0.0200,0.374046
43200,315.5911,0.3368,4.8411,0.0200,0.361115
43201,294.3771,0.3351,4.8027,0.0200,0.449964
43202,280.1752,0.3360,4.9726,0.0200,0.460628
43203,304.8785,0.3463,4.9945,0.0200,0.416049
43204,259.9221,0.3443,5.0219,0.0200,0.492553
43205,278.6086,0.3423,4.9425,0.0200,0.486534
43206,279.3304,0.3355,4.8904,0.0200,0.500372
43207,282.7832,0.3428,4.8986,0.0200,0.464277
43208,274.9569,0.3405,5.0027,0.0200,0.379085
43209,290.5027,0.3414,4.9973,0.0200,0.331805
43210,295.7389,0.3440,5.0822,0.0200,0.351502
43211,287.1794,0.3443,4.9699,0.0200,0.393220
43212,287.2723,0.3426,4.8795,0.0200,0.441276
43213,290.7321,0.3403,4.9671,0.0200,0.368653
43214,300.9888,0.3396,4.8795,0.0200,0.369719
43215,315.8048,0.3396,4.7781,0.0200,0.296533
43216,288.1081,0.3413,5.0548,0.0200,0.375357
43217,259.5883,0.3407,5.0110,0.0200,0.492579
43218,299.1314,0.3399,4.9781,0.0200,0.334143
43219,281.1081,0.3409,4.8493,0.0200,0.375920
43220,265.4563,0.3450,4.9425,0.0200,0.350469
43221,273.6792,0.3427,4.8959,0.0200,0.395131
43222,280.8336,0.3430,5.0219,0.0200,0.395269
43223,283.3016,0.3395,4.9863,0.0200,0.435142
43224,313.0738,0.3250,4.7973,0.0200,0.328919
43225,277.9266,0.3417,4.9507,0.0200,0.385313
43226,282.5024,0.3458,5.0712,0.0200,0.474974
43227,278.9448,0.3410,5.0932,0.0200,0.418859
43228,305.9687,0.3417,4.8356,0.0200,0.337620
43229,277.7115,0.3418,4.8904,0.0200,0.462032
43230,280.0768,0.3412,5.0767,0.0200,0.436760
43231,271.1062,0.3391,5.0438,0.0200,0.397374
43232,266.6496,0.3413,5.0658,0.0200,0.424432
43233,273.2394,0.3411,4.8658,0.0200,0.357159
43234,252.3300,0.3462,5.0849,0.0200,0.401099
43235,285.3307,0.3441,5.0849,0.0200,0.369404
43236,281.6136,0.3430,4.9945,0.0200,0.405921
43237,264.7098,0.3446,5.1205,0.0200,0.400768
43238,257.5466,0.3426,4.8192,0.0200,0.535660
43239,254.1865,0.3405,4.9041,0.0200,0.487709
43240,260.0688,0.3423,5.0027,0.0200,0.418982
43241,287.9650,0.3425,5.0411,0.0200,0.331018
43242,308.7166,0.3406,4.8466,0.0200,0.407587
43243,267.8153,0.3461,5.0685,0.0200,0.481491
43244,283.0282,0.3427,5.0466,0.0200,0.351587
43245,270.5021,0.3469,5.0137,0.0200,0.520965
43246,257.1134,0.3457,5.0384,0.0200,0.511139
43247,304.4897,0.3465,5.0027,0.0200,0.353864
43248,283.4936,0.3379,4.9123,0.0200,0.420406
43249,249.2713,0.3484,5.1260,0.0200,0.468758
43250,288.0679,0.3422,4.9699,0.0200,0.435487
43251,317.1250,0.3426,4.8247,0.0200,0.299798
43252,304.1535,0.3448,4.9644,0.0200,0.405066
43253,278.1835,0.3400,4.9233,0.0200,0.455810
43254,253.8377,0.3241,4.7918,0.0200,0.523679
43255,258.6217,0.3372,5.0712,0.0200,0.422785
43256,288.5702,0.3431,4.9644,0.0200,0.409345
43257,287.8811,0.3453,4.9288,0.0200,0.463541
43258,259.3207,0.3464,5.0849,0.0200,0.453825
43259,279.2872,0.3422,4.9562,0.0200,0.439019
43260,277.8272,0.3434,4.9589,0.0200,0.413569
43261,290.6985,0.3462,5.0712,0.0200,0.368176
43262,314.9389,0.3411,4.9589,0.0200,0.314853
43263,278.3702,0.3401,4.9616,0.0200,0.326480
43264,264.1753,0.3334,4.9014,0.0200,0.440326
43265,296.5053,0.3418,4.8658,0.0200,0.509289
43266,295.7964,0.3445,4.9123,0.0200,0.385345
43267,299.6252,0.3358,4.8301,0.0200,0.414955
43268,283.3380,0.3400,4.9726,0.0200,0.361874
43269,258.9702,0.3405,4.9507,0.0200,0.454209
43270,270.3853,0.3417,5.0493,0.0200,0.420125
43271,282.7566,0.3441,4.8822,0.0200,0.455990
43272,255.1200,0.3436,5.1260,0.0200,0.436479
43273,322.2283,0.3444,4.9178,0.0200,0.362667
43274,278.3421,0.3457,5.1589,0.0200,0.440509
43275,284.2879,0.3405,4.8877,0.0200,0.405742
43276,289.0119,0.3439,4.9425,0.0200,0.379122
43277,314.8735,0.3421,4.9178,0.0200,0.299519
43278,303.1232,0.3447,5.0055,0.0200,0.353702
43279,269.5422,0.3428,5.0740,0.0200,0.438434
43280,288.7648,0.3416,5.0110,0.0200,0.358902
43281,305.0627,0.3451,5.0411,0.0200,0.323658
43282,292.2089,0.3392,4.9918,0.0200,0.318114
43283,267.2924,0.3381,4.9123,0.0200,0.393340
43284,270.3071,0.3387,4.9205,0.0200,0.383858
43285,280.3846,0.3421,5.1123,0.0200,0.403800
43286,303.5385,0.3376,5.0000,0.0200,0.340557
43287,276.1138,0.3438,4.9890,0.0200,0.484520
43288,286.8903,0.3399,4.9342,0.0200,0.340601
43289,315.7288,0.3292,4.7863,0.0200,0.317644
43290,278.3173,0.3417,5.0411,0.0200,0.450269
43291,285.2126,0.3386,4.9945,0.0200,0.400691
43292,286.9000,0.3404,4.9890,0.0200,0.400934
43293,261.6331,0.3412,4.9479,0.0200,0.401186
43294,285.4108,0.3417,5.1562,0.0200,0.371500
43295,292.8980,0.3430,5.0164,0.0200,0.401371
43296,308.2475,0.3469,4.8712,0.0200,0.426770
43297,244.3527,0.3449,4.9973,0.0200,0.557347
43298,275.5353,0.3413,4.9014,0.0200,0.416576
43299,274.2814,0.3452,4.9945,0.0200,0.435482
43300,303.8890,0.3405,4.9425,0.0200,0.315596
43301,276.6574,0.3457,5.0082,0.0200,0.480168
43302,283.2986,0.3428,5.1260,0.0200,0.386562
43303,234.1926,0.3376,5.0959,0.0200,0.582823
43304,261.7338,0.3468,5.0849,0.0200,0.492980
43305,268.5252,0.3422,5.0712,0.0200,0.403357
43306,299.6590,0.3410,5.0603,0.0200,0.344021
43307,275.2295,0.3408,4.9151,0.0200,0.406775
43308,264.0592,0.3423,4.8493,0.0200,0.460849
43309,281.5286,0.3417,5.0740,0.0200,0.471831
43310,261.7887,0.3443,5.0986,0.0200,0.522125
43311,270.1904,0.3449,5.1068,0.0200,0.538926
43312,310.2385,0.3436,4.9671,0.0200,0.430995
43313,290.9402,0.3440,5.0164,0.0200,0.458810
43314,292.1104,0.3435,4.9534,0.0200,0.414396
43315,257.7615,0.3400,4.8274,0.0200,0.490429
43316,291.4249,0.3388,4.8986,0.0200,0.374318
43317,284.6614,0.3424,5.0521,0.0200,0.312135
43318,292.0602,0.3368,4.8986,0.0200,0.344338
43319,299.3821,0.3395,4.9452,0.0200,0.325695
43320,272.4384,0.3234,4.8849,0.0200,0.556231
43321,293.7903,0.3460,5.0055,0.0200,0.478316
43322,282.6220,0.3428,5.0356,0.0200,0.346810
43323,253.1876,0.3397,4.9425,0.0200,0.559563
43324,282.2262,0.3392,4.9479,0.0200,0.433462
43325,280.3264,0.3401,4.9589,0.0200,0.452897
43326,269.2753,0.3434,5.0274,0.0200,0.507901
43327,264.9035,0.3422,5.0603,0.0200,0.418667
43328,228.5815,0.3466,5.0466,0.0200,0.513786
43329,281.3387,0.3392,4.8740,0.0200,0.334695
43330,237.0238,0.3479,4.9945,0.0200,0.565297
43331,278.4318,0.3404,5.0274,0.0200,0.384796
43332,294.2127,0.3416,5.0384,0.0200,0.419003
43333,274.7992,0.3296,4.9068,0.0200,0.419597
43334,267.5041,0.3389,4.8575,0.0200,0.356901
43335,303.2631,0.3446,5.0521,0.0200,0.365387
43336,265.4553,0.3487,4.9616,0.0200,0.484440
43337,268.5171,0.3412,5.0055,0.0200,0.454513
43338,264.9995,0.3418,5.0438,0.0200,0.390801
43339,265.6791,0.3402,5.0301,0.0200,0.407726
43340,283.2417,0.3393,5.0329,0.0200,0.403321
43341,315.0774,0.3432,4.9589,0.0200,0.335030
43342,300.8016,0.3414,4.9342,0.0200,0.364318
43343,283.0327,0.3450,4.8959,0.0200,0.394066
43344,244.8837,0.3441,5.1068,0.0200,0.493054
43345,314.8610,0.3439,4.9123,0.0200,0.358428
43346,252.0397,0.3370,5.0356,0.0200,0.423575
43347,294.3404,0.3457,5.0301,0.0200,0.422545
43348,244.8067,0.3452,4.9753,0.0200,0.508544
43349,297.2146,0.3404,4.8411,0.0200,0.371720
43350,275.7493,0.3462,5.1836,0.0200,0.505459
43351,289.0137,0.3397,4.9479,0.0200,0.392953
43352,293.5865,0.3404,4.9342,0.0200,0.398214
43353,285.3460,0.3360,4.7507,0.0200,0.405931
43354,279.6619,0.3418,4.9068,0.0200,0.440886
43355,294.4272,0.3411,5.0027,0.0200,0.363185
43356,260.0879,0.3433,4.9562,0.0200,0.437894
43357,278.2151,0.3423,5.0466,0.0200,0.370469
43358,278.3620,0.3411,5.0466,0.0200,0.343503
43359,274.6262,0.3387,4.9945,0.0200,0.351265
43360,234.6869,0.3412,4.9726,0.0200,0.467060
43361,272.9796,0.3436,5.0356,0.0200,0.519273
43362,255.4260,0.3406,4.9945,0.0200,0.459111
43363,322.1812,0.3439,4.9452,0.0200,0.305864
43364,294.7058,0.3411,4.8904,0.0200,0.403464
43365,291.2054,0.3308,4.8082,0.0200,0.428015
43366,270.4796,0.3458,5.0521,0.0200,0.399226
43367,297.9532,0.3419,4.9425,0.0200,0.349005
43368,291.9625,0.3360,4.7479,0.0200,0.370787
43369,287.6814,0.3444,4.9397,0.0200,0.378581
43370,296.7520,0.3088,4.7973,0.0200,0.515961
43371,214.5965,0.3466,5.1370,0.0200,0.560188
43372,264.9949,0.3425,5.1781,0.0200,0.452798
43373,259.4339,0.3442,5.1425,0.0200,0.441650
43374,287.8025,0.3468,5.0767,0.0200,0.464967
43375,252.6359,0.3455,5.0137,0.0200,0.489616
43376,271.4686,0.3401,4.9863,0.0200,0.485543
43377,293.3277,0.3301,4.8137,0.0200,0.434546
43378,289.9591,0.3474,5.0274,0.0200,0.419157
43379,255.1858,0.3443,4.9945,0.0200,0.502018
43380,315.2022,0.3433,4.9151,0.0200,0.319270
43381,262.6746,0.3425,5.1315,0.0200,0.404003
43382,261.2796,0.3436,5.0740,0.0200,0.466238
43383,297.2333,0.3315,4.7370,0.0200,0.356599
43384,281.3282,0.3428,5.0411,0.0200,0.409864
43385,242.3544,0.3450,5.1479,0.0200,0.506461
43386,266.3398,0.3432,5.0740,0.0200,0.470595
43387,283.0896,0.3399,5.0329,0.0200,0.397838
43388,307.1770,0.3432,4.9534,0.0200,0.384383
43389,271.7352,0.3416,5.0822,0.0200,0.436500
43390,287.8126,0.3424,4.9589,0.0200,0.392283
43391,279.1686,0.3385,4.9945,0.0200,0.414340
43392,255.1880,0.3431,4.9945,0.0200,0.397788
43393,259.4038,0.3394,5.0219,0.0200,0.425001
43394,297.7352,0.3344,4.7781,0.0200,0.409592
43395,296.8256,0.3425,4.8959,0.0200,0.408464
43396,287.7261,0.3405,4.9863,0.0200,0.408593
43397,268.7524,0.3457,5.0712,0.0200,0.462283
43398,290.0091,0.3415,4.9616,0.0200,0.366933
43399,289.1567,0.3343,4.7397,0.0200,0.436303
43400,307.5942,0.3300,4.7781,0.0200,0.319431
43401,244.7013,0.3441,5.0849,0.0200,0.529561
43402,257.2810,0.3442,4.9945,0.0200,0.494267
43403,280.5295,0.3410,4.9644,0.0200,0.369772
43404,276.4435,0.3472,4.9671,0.0200,0.442352
43405,286.4392,0.3374,4.9671,0.0200,0.369359
43406,271.3650,0.3427,5.0959,0.0200,0.358629
43407,278.8623,0.3423,5.0521,0.0200,0.363294
43408,273.9167,0.3404,5.0575,0.0200,0.442714
43409,295.6005,0.3393,4.8986,0.0200,0.455069
43410,265.6698,0.3424,5.1123,0.0200,0.412507
43411,291.5836,0.3352,4.9288,0.0200,0.418321
43412,286.9280,0.3427,4.9479,0.0200,0.368610
43413,269.9842,0.3447,5.0082,0.0200,0.453138
43414,284.5939,0.3422,4.9699,0.0200,0.381081
43415,285.5140,0.3414,5.1041,0.0200,0.361094
43416,263.9782,0.3425,5.0247,0.0200,0.431072
43417,232.6670,0.3456,5.1342,0.0200,0.559475
43418,297.4020,0.3452,4.9699,0.0200,0.364834
43419,300.1858,0.3429,5.0822,0.0200,0.443725
43420,275.2881,0.3416,5.0055,0.0200,0.411502
43421,282.1862,0.3438,4.9562,0.0200,0.400229
43422,283.5158,0.3427,4.9671,0.0200,0.413089
43423,299.2383,0.3430,5.0493,0.0200,0.342679
43424,267.4330,0.3441,5.0712,0.0200,0.466448
43425,272.9918,0.3389,4.9288,0.0200,0.457931
43426,253.5118,0.3393,4.9178,0.0200,0.435685
43427,278.7818,0.3376,4.9918,0.0200,0.437581
43428,300.3613,0.3378,4.8877,0.0200,0.388749
43429,308.0625,0.3428,4.9671,0.0200,0.348603
43430,270.1488,0.3403,4.8274,0.0200,0.422147
43431,268.9451,0.3448,5.0740,0.0200,0.453261
43432,264.6581,0.3440,5.0877,0.0200,0.414191
43433,296.9292,0.3464,4.9589,0.0200,0.443149
43434,269.5722,0.3422,4.9945,0.0200,0.468097
43435,266.7020,0.3443,5.0137,0.0200,0.397992
43436,310.6513,0.3447,4.8904,0.0200,0.382592
43437,289.7927,0.3392,4.9644,0.0200,0.363796
43438,261.4343,0.3435,5.1096,0.0200,0.419105
43439,283.4139,0.3395,5.0247,0.0200,0.351148
43440,299.9857,0.3406,4.9616,0.0200,0.395794
43441,307.3807,0.3421,5.0192,0.0200,0.367650
43442,295.5481,0.3419,4.9534,0.0200,0.382398
43443,306.5462,0.3451,4.9699,0.0200,0.360865
43444,299.2221,0.3421,4.9178,0.0200,0.387191
43445,294.3427,0.3384,5.0493,0.0200,0.376136
43446,280.9788,0.3427,4.9836,0.0200,0.398441
43447,265.2243,0.3402,4.9726,0.0200,0.448892
43448,276.9594,0.3408,5.0247,0.0200,0.500207
43449,271.4925,0.3413,4.9534,0.0200,0.463694
43450,287.6105,0.3453,4.9425,0.0200,0.356513
43451,262.6872,0.3396,4.8959,0.0200,0.424824
43452,239.5795,0.3418,4.9973,0.0200,0.535016
43453,289.9931,0.3414,4.9589,0.0200,0.384525
43454,264.3820,0.3408,5.1699,0.0200,0.425265
43455,294.2641,0.3424,4.9151,0.0200,0.334084
43456,256.9156,0.3432,4.8904,0.0200,0.433923
43457,275.7202,0.3397,5.0000,0.0200,0.393852
43458,270.7062,0.3428,4.9918,0.0200,0.381545
43459,260.7637,0.3452,5.0274,0.0200,0.554985
43460,310.5099,0.3427,4.9151,0.0200,0.384959
43461,248.1555,0.3453,5.1260,0.0200,0.476938
43462,314.6066,0.3450,4.9123,0.0200,0.348272
43463,285.2180,0.3350,4.9260,0.0200,0.437439
43464,217.0290,0.3456,5.0767,0.0200,0.528570
43465,275.9342,0.3313,4.9123,0.0200,0.414659
43466,284.4754,0.3420,4.9452,0.0200,0.419777
43467,295.9161,0.3439,5.1233,0.0200,0.343628
43468,255.1582,0.3431,5.0603,0.0200,0.397051
43469,266.9383,0.3460,5.1151,0.0200,0.415938
43470,285.7889,0.3416,4.9096,0.0200,0.369923
43471,258.2185,0.3406,4.9534,0.0200,0.399522
43472,273.3284,0.3446,4.9890,0.0200,0.399853
43473,266.5414,0.3418,5.0301,0.0200,0.417936
43474,309.4744,0.3427,4.9479,0.0200,0.328037
43475,269.2450,0.3443,5.1178,0.0200,0.388764
43476,270.6742,0.3460,5.1123,0.0200,0.434842
43477,260.1460,0.3412,4.9863,0.0200,0.459682
43478,284.6715,0.3448,5.0219,0.0200,0.437417
43479,295.9905,0.3369,4.9288,0.0200,0.366942
43480,280.3567,0.3427,4.9342,0.0200,0.494727
43481,265.5129,0.3415,4.9534,0.0200,0.436975
43482,261.7167,0.3481,5.0082,0.0200,0.436952
43483,273.7084,0.3410,4.9507,0.0200,0.394183
43484,275.2756,0.3457,4.9644,0.0200,0.486647
43485,285.7644,0.3388,5.0110,0.0200,0.410190
43486,255.4411,0.3469,5.1178,0.0200,0.413716
43487,277.3315,0.3414,4.9452,0.0200,0.386156
43488,332.9028,0.3440,4.9041,0.0200,0.292901
43489,276.5853,0.3345,4.9836,0.0200,0.466920
43490,271.5581,0.3426,5.0959,0.0200,0.367924
43491,271.5337,0.3386,5.0767,0.0200,0.398447
43492,256.0660,0.3473,5.1945,0.0200,0.530009
43493,275.7410,0.3448,4.9123,0.0200,0.444213
43494,245.9993,0.3439,5.0000,0.0200,0.546351
43495,290.9245,0.3400,4.9397,0.0200,0.438799
43496,293.8074,0.3428,4.9863,0.0200,0.335027
43497,274.8317,0.3427,5.0110,0.0200,0.343881
43498,284.1123,0.3391,4.9726,0.0200,0.451717
43499,274.1384,0.3362,4.9890,0.0200,0.470027
43500,278.0619,0.3476,5.1233,0.0200,0.385054
43501,273.5920,0.3485,4.9808,0.0200,0.455724
43502,283.2444,0.3443,5.0712,0.0200,0.354121
43503,281.4846,0.3495,5.0740,0.0200,0.376665
43504,303.1682,0.3420,4.9288,0.0200,0.382485
43505,252.2212,0.3419,4.9562,0.0200,0.466157
43506,283.7484,0.3398,4.9945,0.0200,0.348977
43507,273.2739,0.3449,4.9863,0.0200,0.400911
43508,266.0522,0.3438,5.0603,0.0200,0.489013
43509,273.2998,0.3406,5.0000,0.0200,0.383666
43510,295.4732,0.3437,4.9671,0.0200,0.384537
43511,277.7169,0.3419,5.0219,0.0200,0.432283
43512,265.0529,0.3420,5.1260,0.0200,0.464029
43513,290.3648,0.3429,5.0329,0.0200,0.410259
43514,249.6815,0.3387,4.9288,0.0200,0.499504
43515,223.3215,0.3477,5.1151,0.0200,0.519413
43516,267.8625,0.3415,5.0082,0.0200,0.414359
43517,277.5060,0.3431,5.0740,0.0200,0.374708
43518,226.3952,0.3369,4.9589,0.0200,0.555156
43519,263.8250,0.3451,5.0521,0.0200,0.402357
43520,280.0770,0.3431,5.1233,0.0200,0.450958
43521,273.1931,0.3428,5.0630,0.0200,0.347753
43522,306.0060,0.3365,4.8685,0.0200,0.370367
43523,296.7602,0.3404,4.9014,0.0200,0.346414
43524,262.1672,0.3394,4.9836,0.0200,0.416461
43525,289.4894,0.3425,4.9863,0.0200,0.462176
43526,305.1753,0.3440,4.9726,0.0200,0.371526
43527,263.0682,0.3430,5.0137,0.0200,0.460078
43528,269.9231,0.3400,4.9945,0.0200,0.423423
43529,283.0024,0.3436,5.0521,0.0200,0.318903
43530,277.3875,0.3399,5.0082,0.0200,0.363202
43531,289.6621,0.3444,5.1178,0.0200,0.353796
43532,234.8593,0.3462,5.0630,0.0200,0.516149
43533,277.9029,0.3414,5.0110,0.0200,0.375857
43534,299.2317,0.3400,4.9534,0.0200,0.377785
43535,275.7546,0.3433,5.0301,0.0200,0.422056
43536,301.3199,0.3448,4.9260,0.0200,0.393706
43537,298.0897,0.3422,5.0274,0.0200,0.333455
43538,279.3421,0.3368,5.0000,0.0200,0.347267
43539,267.4011,0.3403,5.1233,0.0200,0.397725
43540,261.3274,0.3343,4.9753,0.0200,0.354469
43541,253.5908,0.3454,5.0356,0.0200,0.376669
43542,276.6772,0.3403,4.9890,0.0200,0.504147
43543,265.5505,0.3405,5.0055,0.0200,0.439197
43544,267.4616,0.3424,5.0658,0.0200,0.425854
43545,296.6970,0.3333,4.8548,0.0200,0.409649
43546,260.4184,0.3444,5.0630,0.0200,0.448905
43547,251.5603,0.3439,4.9890,0.0200,0.442791
43548,287.0710,0.3429,5.0438,0.0200,0.371924
43549,310.8797,0.3456,4.8959,0.0200,0.286593
43550,285.2578,0.3402,5.0247,0.0200,0.443664
43551,247.4836,0.3429,5.0219,0.0200,0.524610
43552,280.5790,0.3280,4.8438,0.0200,0.426657
43553,294.7635,0.3417,5.0575,0.0200,0.332574
43554,282.1330,0.3425,4.8767,0.0200,0.460407
43555,285.1504,0.3420,4.9370,0.0200,0.432000
43556,291.9868,0.3350,4.9068,0.0200,0.404475
43557,281.8546,0.3332,4.8822,0.0200,0.429608
43558,271.5264,0.3437,4.9233,0.0200,0.465938
43559,260.8977,0.3417,5.0630,0.0200,0.399525
43560,265.9538,0.3455,5.1507,0.0200,0.466150
43561,287.9294,0.3412,4.9589,0.0200,0.454907
43562,280.3585,0.3423,5.0466,0.0200,0.404385
43563,271.0828,0.3448,5.0384,0.0200,0.405809
43564,264.4826,0.3434,5.1205,0.0200,0.355623
43565,263.6158,0.3369,5.0329,0.0200,0.428882
43566,269.8173,0.3419,4.9726,0.0200,0.406179
43567,282.1077,0.3376,4.9479,0.0200,0.374332
43568,284.9986,0.3432,5.0466,0.0200,0.351383
43569,302.2814,0.3411,4.9370,0.0200,0.410728
43570,252.5480,0.3422,5.0247,0.0200,0.438597
43571,272.5603,0.3420,5.0219,0.0200,0.429673
43572,280.1861,0.3421,5.0219,0.0200,0.374069
43573,283.8149,0.3437,5.1151,0.0200,0.357051
43574,271.4031,0.3406,5.0055,0.0200,0.421347
43575,296.6943,0.3447,4.9671,0.0200,0.410054
43576,286.8470,0.3431,4.9863,0.0200,0.332698
43577,281.5977,0.3450,5.0164,0.0200,0.362606
43578,291.0100,0.3388,5.0082,0.0200,0.388848
43579,295.0909,0.3438,5.0712,0.0200,0.368274
43580,272.7414,0.3421,4.9425,0.0200,0.384598
43581,293.3652,0.3370,4.8575,0.0200,0.347680
43582,298.6286,0.3429,5.0356,0.0200,0.391221
43583,265.0273,0.3438,5.1014,0.0200,0.427666
43584,248.4995,0.3222,4.8110,0.0200,0.573984
43585,285.5302,0.3390,5.0274,0.0200,0.335926
43586,285.6469,0.3413,4.9178,0.0200,0.368026
43587,277.2335,0.3441,5.1123,0.0200,0.383319
43588,262.9589,0.3442,5.0466,0.0200,0.492682
43589,259.2442,0.3434,4.9863,0.0200,0.385481
43590,313.0041,0.3436,4.9562,0.0200,0.338315
43591,269.9904,0.3385,4.8740,0.0200,0.433193
43592,289.4604,0.3446,4.9671,0.0200,0.418491
43593,263.0134,0.3420,5.1370,0.0200,0.435277
43594,271.9816,0.3413,5.0027,0.0200,0.459340
43595,277.5212,0.3427,5.0521,0.0200,0.383920
43596,290.5767,0.3424,4.9397,0.0200,0.369108
43597,303.7727,0.3366,5.0411,0.0200,0.386521
43598,290.0657,0.3405,5.0384,0.0200,0.370567
43599,300.9355,0.3429,4.9233,0.0200,0.400240
43600,252.5378,0.3444,5.0685,0.0200,0.467384
43601,278.3569,0.3420,4.9918,0.0200,0.366155
43602,269.7981,0.3433,4.9315,0.0200,0.473641
43603,255.4365,0.3500,4.9534,0.0200,0.460897
43604,276.1945,0.3460,5.0740,0.0200,0.387316
43605,282.7319,0.3396,5.1096,0.0200,0.427824
43606,251.2299,0.3429,5.0110,0.0200,0.541407
43607,298.9629,0.3458,4.9123,0.0200,0.367150
43608,276.4310,0.3460,5.0192,0.0200,0.423693
43609,268.5376,0.3419,4.9397,0.0200,0.409875
43610,266.6421,0.3432,4.9863,0.0200,0.460363
43611,241.8190,0.3460,5.0247,0.0200,0.449592
43612,322.9377,0.3402,4.8110,0.0200,0.292235
43613,301.6924,0.3428,4.9315,0.0200,0.354324
43614,258.6028,0.3457,5.0384,0.0200,0.474722
43615,287.9637,0.3452,5.0027,0.0200,0.384249
43616,290.1307,0.3405,4.9808,0.0200,0.354256
43617,268.7260,0.3403,5.0192,0.0200,0.383380
43618,283.9429,0.3435,4.9808,0.0200,0.384676
43619,277.7358,0.3415,4.9616,0.0200,0.363803
43620,292.2688,0.3388,4.9589,0.0200,0.351120
43621,271.8554,0.3420,4.9945,0.0200,0.484358
43622,275.0765,0.3340,4.9260,0.0200,0.459098
43623,279.6736,0.3404,4.9808,0.0200,0.393604
43624,298.0927,0.3451,5.1836,0.0200,0.381506
43625,290.4933,0.3386,4.7836,0.0200,0.359042
43626,280.1755,0.3425,4.8274,0.0200,0.402390
43627,290.0709,0.3409,4.9562,0.0200,0.295613
43628,242.6768,0.3480,5.0329,0.0200,0.503042
43629,263.9153,0.3445,5.0438,0.0200,0.390191
43630,296.9681,0.3425,5.0548,0.0200,0.336084
43631,294.0363,0.3403,5.0329,0.0200,0.429253
43632,274.4274,0.3459,5.0164,0.0200,0.367310
43633,274.7969,0.3423,5.0384,0.0200,0.388984
43634,259.7227,0.3435,4.9753,0.0200,0.473312
43635,283.2987,0.3415,4.8795,0.0200,0.342303
43636,275.6922,0.3409,4.9589,0.0200,0.381150
43637,279.5498,0.3453,5.0411,0.0200,0.412251
43638,288.7689,0.3459,5.1041,0.0200,0.348303
43639,279.5601,0.3392,4.9288,0.0200,0.340607
43640,273.9868,0.3418,5.0521,0.0200,0.348344
43641,283.0814,0.3381,4.9479,0.0200,0.391408
43642,271.8401,0.3397,4.9973,0.0200,0.443439
43643,259.5732,0.3396,4.8630,0.0200,0.495631
43644,274.8100,0.3476,4.9890,0.0200,0.458935
43645,268.9095,0.3458,5.0575,0.0200,0.471558
43646,274.5570,0.3474,5.0137,0.0200,0.370755
43647,279.7265,0.3421,5.0849,0.0200,0.420989
43648,297.7329,0.3377,5.0356,0.0200,0.324952
43649,276.8798,0.3429,5.0877,0.0200,0.365250
43650,279.4043,0.3410,4.9589,0.0200,0.374296
43651,284.9627,0.3450,5.0000,0.0200,0.378222
43652,298.5688,0.3424,5.0384,0.0200,0.332381
43653,324.2599,0.3474,5.0384,0.0200,0.271157
43654,270.9022,0.3445,5.0603,0.0200,0.420857
43655,243.0394,0.3451,5.0521,0.0200,0.506025
43656,275.2601,0.3449,5.0356,0.0200,0.391718
43657,285.8803,0.3426,5.0712,0.0200,0.357408
43658,278.6849,0.3395,4.9288,0.0200,0.375347
43659,297.8656,0.3432,5.0411,0.0200,0.327135
43660,292.7547,0.3439,5.0877,0.0200,0.384083
43661,259.9210,0.3410,5.0466,0.0200,0.471514
43662,251.8668,0.3410,5.0849,0.0200,0.501152
43663,312.4333,0.3438,4.8301,0.0200,0.356370
43664,249.5800,0.3399,5.0082,0.0200,0.424842
43665,298.6229,0.3436,4.9863,0.0200,0.368896
43666,239.8318,0.3413,4.9808,0.0200,0.536509
43667,271.1418,0.3401,4.9562,0.0200,0.450614
43668,271.7759,0.3432,4.9644,0.0200,0.391185
43669,280.5965,0.3400,5.0411,0.0200,0.402139
43670,267.7477,0.3415,4.9945,0.0200,0.416932
43671,313.3275,0.3384,4.7836,0.0200,0.313887
43672,280.9833,0.3409,5.0575,0.0200,0.346412
43673,253.9986,0.3393,4.9589,0.0200,0.444317
43674,229.3286,0.3460,5.1342,0.0200,0.530042
43675,282.1856,0.3314,4.9260,0.0200,0.456084
43676,283.6012,0.3357,4.9178,0.0200,0.414778
43677,258.8608,0.3437,5.0356,0.0200,0.426763
43678,287.7964,0.3243,4.7644,0.0200,0.453255
43679,264.4738,0.3428,5.0740,0.0200,0.445589
43680,280.4514,0.3415,4.9863,0.0200,0.436098
43681,280.8568,0.3400,5.0795,0.0200,0.357576
43682,295.9047,0.3393,4.9205,0.0200,0.357867
