episodio,retorno_medio,retorno_ic95_lo,retorno_ic95_hi,td_medio,td_ic95_lo,td_ic95_hi
18663,259.3667,253.2239,265.5094,0.501538,0.476918,0.526158
18664,262.6268,256.8706,268.3831,0.498552,0.479448,0.517656
18665,259.5974,255.3586,263.8363,0.484718,0.467247,0.502189
18666,260.7481,254.8291,266.6670,0.500288,0.481055,0.519522
18667,257.7381,252.6431,262.8332,0.492746,0.474675,0.510817
18668,265.3896,259.3560,271.4233,0.493528,0.472244,0.514812
18669,256.8676,251.3174,262.4177,0.499625,0.482713,0.516538
18670,263.9992,257.7230,270.2753,0.492861,0.467206,0.518516
18671,260.3852,255.3581,265.4124,0.489864,0.472753,0.506976
18672,256.1279,251.4716,260.7842,0.488631,0.470295,0.506968
18673,264.1176,259.3354,268.8998,0.486083,0.468954,0.503212
18674,261.5956,255.5338,267.6574,0.490192,0.469948,0.510437
18675,256.4189,250.8295,262.0083,0.507933,0.487582,0.528284
18676,258.9837,253.5772,264.3903,0.501139,0.482449,0.519830
18677,259.9853,255.5091,264.4614,0.498804,0.483350,0.514258
18678,263.0217,257.6242,268.4193,0.498253,0.479966,0.516539
18679,260.7192,255.1554,266.2830,0.487594,0.468941,0.506247
18680,261.8162,257.5688,266.0635,0.484921,0.469551,0.500291
18681,259.1018,253.9421,264.2616,0.486783,0.470313,0.503252
18682,256.3581,251.7185,260.9977,0.496154,0.476979,0.515329
18683,258.0163,251.5089,264.5238,0.501425,0.476985,0.525865
18684,260.8034,255.3098,266.2970,0.499805,0.481529,0.518081
18685,254.3143,249.0213,259.6074,0.507552,0.488695,0.526409
18686,260.1994,255.2650,265.1338,0.499200,0.481675,0.516724
18687,258.8085,254.2155,263.4015,0.500213,0.482143,0.518283
18688,258.1422,253.2015,263.0830,0.504742,0.483363,0.526120
18689,260.8460,255.3220,266.3701,0.506384,0.485653,0.527115
18690,263.5907,258.2728,268.9086,0.485402,0.465910,0.504895
18691,261.0800,255.8522,266.3079,0.496709,0.475918,0.517501
18692,265.6740,261.1101,270.2379,0.495631,0.478168,0.513094
18693,261.1482,255.2030,267.0933,0.501876,0.484657,0.519094
18694,256.3088,250.5341,262.0835,0.518277,0.494787,0.541768
18695,265.8833,260.7057,271.0610,0.489231,0.471624,0.506838
18696,254.3420,248.9701,259.7139,0.528398,0.508584,0.548212
18697,256.1673,251.8751,260.4596,0.497531,0.478361,0.516702
18698,257.3251,252.7143,261.9359,0.493862,0.477845,0.509879
18699,254.2554,249.2205,259.2903,0.520635,0.504522,0.536749
18700,261.0373,256.4917,265.5828,0.491284,0.473960,0.508609
18701,265.2438,261.3870,269.1005,0.493167,0.476820,0.509514
18702,256.3861,250.7223,262.0498,0.507224,0.486918,0.527530
18703,256.3001,249.4028,263.1974,0.504188,0.484237,0.524139
18704,263.7081,259.1402,268.2760,0.483631,0.465772,0.501490
18705,252.8030,247.9650,257.6409,0.514882,0.495599,0.534164
18706,262.5134,256.3749,268.6520,0.503633,0.480722,0.526544
18707,256.8897,251.7948,261.9847,0.503330,0.486672,0.519989
18708,257.4725,251.4087,263.5363,0.512750,0.494453,0.531047
18709,259.1246,253.4814,264.7679,0.496873,0.476717,0.517029
18710,259.3403,254.4658,264.2147,0.498749,0.481676,0.515823
18711,260.8285,255.5240,266.1330,0.512062,0.494628,0.529496
18712,263.6319,258.5157,268.7481,0.473640,0.454228,0.493052
18713,257.6882,252.4621,262.9142,0.492243,0.471731,0.512755
18714,257.4236,252.1903,262.6569,0.494137,0.475635,0.512638
18715,264.2226,258.7995,269.6457,0.488815,0.470895,0.506736
18716,255.6769,249.7539,261.5999,0.506987,0.483650,0.530325
18717,260.0783,253.8343,266.3223,0.497676,0.478398,0.516955
18718,256.2769,251.3079,261.2459,0.492095,0.474613,0.509578
18719,258.3722,252.2901,264.4543,0.503739,0.483487,0.523991
18720,256.0483,251.1549,260.9416,0.505422,0.483817,0.527028
18721,263.4665,257.4347,269.4983,0.474024,0.455290,0.492759
18722,259.1414,254.5965,263.6863,0.483273,0.468174,0.498373
18723,259.0072,253.6542,264.3603,0.485624,0.464716,0.506532
18724,260.5164,254.8148,266.2180,0.504891,0.484260,0.525522
18725,260.1042,254.8799,265.3285,0.490456,0.469010,0.511901
18726,265.2732,260.0028,270.5437,0.480107,0.460880,0.499335
18727,256.0818,251.0484,261.1152,0.512402,0.494838,0.529965
18728,260.2432,253.8628,266.6236,0.492439,0.471076,0.513802
18729,260.6532,255.7370,265.5694,0.484068,0.469237,0.498899
18730,261.1062,256.0723,266.1401,0.487573,0.473758,0.501388
18731,261.4242,256.3679,266.4806,0.494442,0.473373,0.515511
18732,256.7308,252.4166,261.0450,0.505235,0.484291,0.526179
18733,264.4201,259.1390,269.7013,0.487038,0.468314,0.505763
18734,263.2288,257.3583,269.0992,0.494531,0.472919,0.516142
18735,259.7970,254.2983,265.2956,0.488356,0.470422,0.506291
18736,255.4838,250.5327,260.4350,0.506297,0.488284,0.524310
18737,261.4855,255.2788,267.6921,0.506502,0.485038,0.527966
18738,260.3683,255.6257,265.1108,0.492764,0.475139,0.510390
18739,257.1011,251.6297,262.5724,0.497653,0.477740,0.517566
18740,259.5081,253.9493,265.0669,0.498608,0.479770,0.517445
18741,261.3334,255.9036,266.7632,0.494549,0.474384,0.514713
18742,260.9171,254.4008,267.4333,0.502254,0.481596,0.522913
18743,261.6817,256.2482,267.1152,0.490738,0.472644,0.508833
18744,260.7607,255.4269,266.0945,0.482962,0.466660,0.499265
18745,256.3695,250.8892,261.8497,0.513937,0.492752,0.535121
18746,256.0494,250.6140,261.4849,0.503202,0.483330,0.523075
18747,262.1894,257.0156,267.3632,0.493646,0.476584,0.510708
18748,256.2400,251.2984,261.1816,0.496631,0.477594,0.515668
18749,256.6231,251.4445,261.8018,0.508813,0.487723,0.529904
18750,261.4500,256.0209,266.8791,0.475542,0.460047,0.491037
18751,256.9492,251.1279,262.7705,0.511744,0.491697,0.531790
18752,261.9447,255.7487,268.1407,0.504126,0.480719,0.527533
18753,262.2607,258.2211,266.3003,0.479491,0.465958,0.493025
18754,254.7272,248.2902,261.1642,0.517271,0.499009,0.535534
18755,255.8901,249.3298,262.4504,0.509273,0.486265,0.532280
18756,257.8073,253.1742,262.4403,0.505715,0.488298,0.523132
18757,259.5622,254.1110,265.0135,0.499816,0.479600,0.520032
18758,259.7405,254.5015,264.9796,0.483300,0.464155,0.502446
18759,259.2822,254.3999,264.1645,0.500132,0.483765,0.516500
18760,259.9337,254.1700,265.6975,0.503193,0.483268,0.523117
18761,258.5784,252.6697,264.4871,0.495914,0.475788,0.516040
18762,260.7744,255.9544,265.5943,0.492318,0.473533,0.511102
18763,258.3069,253.5118,263.1021,0.504811,0.486996,0.522625
18764,258.6214,253.4386,263.8042,0.500998,0.481616,0.520379
18765,258.4802,252.8078,264.1526,0.518008,0.494474,0.541542
18766,259.9766,253.8737,266.0795,0.496773,0.474510,0.519036
18767,259.9414,254.5598,265.3231,0.502151,0.479976,0.524326
18768,261.9980,255.5845,268.4115,0.493540,0.474955,0.512125
18769,255.9832,250.6976,261.2689,0.507566,0.488428,0.526704
18770,258.9285,253.1432,264.7138,0.497732,0.482184,0.513279
18771,258.8016,253.8646,263.7385,0.492284,0.477180,0.507388
18772,259.6982,255.0458,264.3506,0.493472,0.478203,0.508742
18773,256.9880,250.5583,263.4178,0.504027,0.485153,0.522902
18774,264.4543,259.3595,269.5491,0.485936,0.468409,0.503463
18775,255.2669,249.6760,260.8578,0.509025,0.488683,0.529366
18776,260.7952,255.8744,265.7161,0.494250,0.476241,0.512259
18777,257.2226,251.1334,263.3119,0.512756,0.491682,0.533831
18778,259.2250,254.4190,264.0311,0.493418,0.476356,0.510479
18779,259.1903,252.9175,265.4631,0.501952,0.475429,0.528475
18780,262.6474,257.4956,267.7992,0.488056,0.472416,0.503697
18781,261.0390,255.0937,266.9843,0.488333,0.470833,0.505834
18782,257.7230,251.4265,264.0195,0.491269,0.469822,0.512715
18783,261.3226,256.4912,266.1540,0.492091,0.472759,0.511424
18784,262.2976,257.2276,267.3677,0.493176,0.473490,0.512862
18785,258.0742,252.5872,263.5612,0.502445,0.485046,0.519844
18786,264.4487,259.2518,269.6456,0.488106,0.471145,0.505067
18787,261.2883,256.8539,265.7227,0.478086,0.462004,0.494169
18788,263.0071,257.3753,268.6389,0.488233,0.470309,0.506157
18789,262.2673,256.9669,267.5676,0.491425,0.473343,0.509508
18790,260.3345,255.9635,264.7056,0.490168,0.475585,0.504752
18791,262.2144,256.2422,268.1867,0.494261,0.472953,0.515568
18792,258.8942,253.1604,264.6281,0.501951,0.482475,0.521427
18793,264.7209,258.8795,270.5623,0.490067,0.470287,0.509847
18794,257.2408,251.9278,262.5537,0.502041,0.478962,0.525119
18795,256.5724,251.1965,261.9484,0.496326,0.476735,0.515917
18796,260.4836,255.0515,265.9156,0.486863,0.472534,0.501192
18797,261.8939,257.2475,266.5404,0.494859,0.475917,0.513801
18798,260.9261,255.3443,266.5078,0.498677,0.479813,0.517540
18799,260.2367,254.9367,265.5367,0.488554,0.471581,0.505527
18800,259.5790,254.4596,264.6983,0.501259,0.481962,0.520556
18801,261.1498,256.3596,265.9399,0.483239,0.465920,0.500558
18802,259.3924,254.0003,264.7845,0.492104,0.473452,0.510755
18803,263.9580,258.2653,269.6508,0.476319,0.460466,0.492173
18804,262.4909,257.0806,267.9012,0.493459,0.474678,0.512240
18805,258.0707,253.3852,262.7562,0.487985,0.470242,0.505727
18806,258.0194,252.7041,263.3347,0.500399,0.479840,0.520958
18807,262.6127,257.0275,268.1979,0.495314,0.475036,0.515592
18808,257.7314,252.3438,263.1190,0.497982,0.476548,0.519416
18809,256.9864,251.8358,262.1371,0.506751,0.491333,0.522169
18810,254.8572,248.6721,261.0422,0.509384,0.487010,0.531759
18811,257.3463,251.7256,262.9669,0.496932,0.477570,0.516293
18812,262.9305,257.2326,268.6284,0.493442,0.473825,0.513058
18813,267.9783,263.2872,272.6694,0.485614,0.469050,0.502177
18814,259.3007,254.6205,263.9810,0.497250,0.480957,0.513543
18815,260.7731,255.9458,265.6004,0.495847,0.480639,0.511054
18816,263.8076,259.2815,268.3338,0.486310,0.469031,0.503589
18817,259.2811,253.5476,265.0146,0.485126,0.467521,0.502730
18818,263.0641,257.9832,268.1449,0.484359,0.466797,0.501921
18819,262.3428,257.6163,267.0693,0.489203,0.472641,0.505765
18820,257.3982,252.6793,262.1171,0.512318,0.493059,0.531577
18821,259.6483,254.5961,264.7004,0.499936,0.480731,0.519141
18822,259.5922,253.6821,265.5024,0.497591,0.477087,0.518095
18823,262.5723,255.9270,269.2176,0.488581,0.468108,0.509054
18824,257.8280,252.0127,263.6434,0.507933,0.487921,0.527945
18825,259.2825,253.8842,264.6807,0.505799,0.485174,0.526425
18826,260.0229,254.9330,265.1128,0.503685,0.485685,0.521685
18827,257.3336,251.7885,262.8787,0.497072,0.475405,0.518740
18828,261.6610,256.1076,267.2143,0.489119,0.469400,0.508838
18829,259.6697,253.1826,266.1568,0.491086,0.471783,0.510388
18830,265.8758,261.0453,270.7062,0.474713,0.459502,0.489925
18831,264.1885,259.4182,268.9587,0.475534,0.460790,0.490279
18832,264.5233,259.8337,269.2129,0.476379,0.458257,0.494501
18833,263.1448,257.2537,269.0358,0.503761,0.484804,0.522719
18834,258.8486,253.5077,264.1895,0.510129,0.489128,0.531129
18835,262.9935,258.2705,267.7165,0.488499,0.472056,0.504942
18836,257.8717,252.4475,263.2960,0.502759,0.482960,0.522559
18837,260.5756,255.4912,265.6600,0.496120,0.476425,0.515815
18838,259.5228,254.2605,264.7850,0.506815,0.487242,0.526388
18839,262.9313,257.8663,267.9964,0.489130,0.470392,0.507867
18840,263.3039,258.7630,267.8448,0.489751,0.473097,0.506404
18841,257.5940,252.6279,262.5601,0.504938,0.486273,0.523603
18842,263.2886,258.4765,268.1006,0.496123,0.476706,0.515540
18843,256.0831,250.5582,261.6080,0.511152,0.490972,0.531331
18844,259.6076,253.4796,265.7356,0.499355,0.477146,0.521564
18845,258.3830,253.5845,263.1815,0.495602,0.477272,0.513933
18846,260.1154,253.7247,266.5061,0.500875,0.485185,0.516566
18847,256.4293,250.9590,261.8995,0.508938,0.487068,0.530809
18848,261.3832,256.4593,266.3070,0.483178,0.465413,0.500943
18849,260.9165,255.2380,266.5950,0.496799,0.473122,0.520475
18850,263.8697,258.3964,269.3430,0.482725,0.463809,0.501642
18851,259.1598,252.9413,265.3784,0.498491,0.474154,0.522827
18852,260.6808,254.7594,266.6021,0.492929,0.474154,0.511705
18853,260.6802,254.4671,266.8933,0.490292,0.467511,0.513073
18854,258.0724,253.2982,262.8465,0.487592,0.472456,0.502727
18855,258.1982,252.1426,264.2538,0.501217,0.473100,0.529335
18856,258.2073,254.0633,262.3513,0.494958,0.479392,0.510524
18857,258.5011,253.7608,263.2414,0.489176,0.470665,0.507688
18858,261.3441,256.3399,266.3484,0.487937,0.472060,0.503814
18859,257.9355,253.0728,262.7983,0.482030,0.462232,0.501828
18860,259.4350,253.3285,265.5416,0.490749,0.471838,0.509660
18861,260.7914,256.0328,265.5499,0.487868,0.467780,0.507956
18862,262.7266,257.0651,268.3882,0.478696,0.461310,0.496083
18863,262.8851,257.5366,268.2336,0.493637,0.473272,0.514002
18864,256.6069,250.9872,262.2266,0.498862,0.476085,0.521638
18865,260.6499,255.6049,265.6948,0.491286,0.474642,0.507930
18866,260.7604,255.5665,265.9543,0.482779,0.465979,0.499579
18867,260.9483,256.6200,265.2766,0.487760,0.469774,0.505746
18868,262.9966,256.7203,269.2728,0.487282,0.468464,0.506100
18869,258.1936,252.3055,264.0817,0.503095,0.480386,0.525805
18870,254.1913,248.4160,259.9666,0.496852,0.476289,0.517416
18871,260.2758,254.9780,265.5737,0.489269,0.470595,0.507943
18872,259.9739,254.3573,265.5905,0.487880,0.469022,0.506739
18873,262.3239,256.8519,267.7960,0.496463,0.476085,0.516842
18874,256.1528,249.9323,262.3734,0.505235,0.486926,0.523544
18875,258.3028,253.4373,263.1682,0.491163,0.473616,0.508710
18876,259.2282,254.6856,263.7709,0.495965,0.475492,0.516437
18877,261.4093,257.2691,265.5495,0.500275,0.485943,0.514608
18878,259.2485,254.9668,263.5302,0.490308,0.473851,0.506765
18879,258.7509,253.6339,263.8680,0.488295,0.470519,0.506072
18880,259.3084,254.9692,263.6476,0.504329,0.485307,0.523350
18881,259.4082,254.6617,264.1547,0.498495,0.479594,0.517396
18882,262.1882,257.8112,266.5653,0.482475,0.467204,0.497746
18883,259.5009,253.6373,265.3644,0.490114,0.469075,0.511152
18884,261.1399,256.7051,265.5748,0.500312,0.485479,0.515145
18885,259.6350,254.0545,265.2154,0.488436,0.471133,0.505739
18886,258.5772,252.9234,264.2309,0.490161,0.474290,0.506032
18887,257.9705,252.6173,263.3236,0.491428,0.473058,0.509799
18888,260.4522,255.5043,265.4000,0.491827,0.473137,0.510518
18889,260.6253,255.0791,266.1715,0.501507,0.484987,0.518028
18890,264.8973,260.0152,269.7795,0.476748,0.460211,0.493286
18891,260.3650,254.8770,265.8530,0.486744,0.466833,0.506656
18892,255.7944,250.3934,261.1953,0.502043,0.481772,0.522315
18893,266.0951,260.0814,272.1088,0.483211,0.463794,0.502628
18894,261.5108,256.3707,266.6509,0.480190,0.464525,0.495856
18895,261.6739,256.0816,267.2662,0.492152,0.475256,0.509049
18896,260.6983,255.3044,266.0923,0.495608,0.477729,0.513487
18897,260.9931,254.7896,267.1967,0.493371,0.473437,0.513305
18898,253.9603,248.3362,259.5845,0.507548,0.484926,0.530170
18899,257.1057,251.4015,262.8100,0.491483,0.471261,0.511704
18900,265.3923,260.7907,269.9938,0.490412,0.472999,0.507826
18901,263.4725,258.5245,268.4205,0.481224,0.467319,0.495129
18902,256.6673,251.2260,262.1087,0.506499,0.487925,0.525074
18903,257.9812,253.1086,262.8537,0.495905,0.479001,0.512810
18904,256.1325,250.5951,261.6699,0.505938,0.487241,0.524636
18905,261.4142,256.2550,266.5734,0.495932,0.477754,0.514111
18906,262.2174,256.9506,267.4843,0.502410,0.483226,0.521595
18907,259.9328,254.2800,265.5856,0.489058,0.470386,0.507730
18908,263.5018,257.4707,269.5328,0.482199,0.462682,0.501716
18909,261.8852,257.1495,266.6208,0.492755,0.473594,0.511915
18910,259.2653,254.2398,264.2908,0.484345,0.466367,0.502324
18911,260.4362,254.9384,265.9339,0.484445,0.465854,0.503036
18912,265.3578,260.0977,270.6179,0.479501,0.461714,0.497287
18913,259.3995,253.8427,264.9563,0.489853,0.472535,0.507172
18914,255.9013,251.1061,260.6966,0.509235,0.489356,0.529113
18915,259.0332,254.1350,263.9314,0.490244,0.476498,0.503990
18916,254.9674,248.1178,261.8170,0.502223,0.479707,0.524740
18917,256.1411,250.5894,261.6928,0.498922,0.480508,0.517336
18918,257.4850,251.6986,263.2715,0.497611,0.477421,0.517801
18919,254.5622,249.1845,259.9399,0.517537,0.497759,0.537316
18920,261.7008,255.5928,267.8088,0.481264,0.461100,0.501429
18921,264.3851,259.3835,269.3866,0.488249,0.474427,0.502072
18922,258.1417,251.4785,264.8049,0.512484,0.485299,0.539668
18923,256.6701,251.3724,261.9677,0.483613,0.465830,0.501397
18924,267.5958,261.5316,273.6600,0.486011,0.464232,0.507789
18925,261.1962,256.2018,266.1905,0.481610,0.464536,0.498684
18926,255.6223,249.5391,261.7055,0.506135,0.485829,0.526441
18927,258.0409,253.1067,262.9752,0.493970,0.475105,0.512835
18928,266.9671,261.4335,272.5007,0.472381,0.452915,0.491847
18929,261.6934,257.3664,266.0203,0.477532,0.462819,0.492246
18930,260.5586,255.6278,265.4895,0.496062,0.476389,0.515734
18931,265.9416,260.5929,271.2902,0.483783,0.466969,0.500596
18932,264.0529,258.7081,269.3978,0.484502,0.466194,0.502810
18933,261.1349,256.6189,265.6509,0.488497,0.470292,0.506701
18934,263.9769,259.3953,268.5585,0.475539,0.457965,0.493112
18935,263.0743,258.4208,267.7278,0.484983,0.469032,0.500934
18936,259.8563,254.3041,265.4085,0.494322,0.473797,0.514846
18937,260.5377,254.6374,266.4379,0.484254,0.464586,0.503922
18938,262.1579,256.4405,267.8753,0.481515,0.462258,0.500771
18939,259.8292,253.9989,265.6594,0.494548,0.474485,0.514611
18940,261.5818,256.2670,266.8965,0.489642,0.471875,0.507408
18941,259.0946,253.2617,264.9274,0.491411,0.470668,0.512154
18942,256.8677,251.9312,261.8041,0.505911,0.486842,0.524981
18943,263.0787,258.5063,267.6510,0.485406,0.467969,0.502844
18944,264.6176,259.1429,270.0922,0.483838,0.468771,0.498904
18945,260.3888,255.4276,265.3500,0.500538,0.481283,0.519794
18946,259.6316,254.5920,264.6712,0.499930,0.478843,0.521017
18947,263.2696,257.8007,268.7385,0.485470,0.468405,0.502534
18948,259.7121,254.1953,265.2289,0.503654,0.484031,0.523276
18949,262.0138,257.4148,266.6129,0.483308,0.468046,0.498569
18950,262.0805,257.2009,266.9602,0.491472,0.478587,0.504356
18951,259.0502,254.1738,263.9266,0.494833,0.476038,0.513628
18952,262.7144,257.9839,267.4449,0.480709,0.462353,0.499065
18953,266.6976,260.6176,272.7776,0.488318,0.467839,0.508798
18954,260.1579,254.9800,265.3358,0.492409,0.475049,0.509769
18955,258.7391,254.3509,263.1274,0.496667,0.477443,0.515890
18956,263.4458,259.1035,267.7882,0.483138,0.466962,0.499315
18957,257.7214,252.9742,262.4686,0.495771,0.478222,0.513320
18958,260.2251,254.0789,266.3714,0.507441,0.486238,0.528644
18959,263.8154,258.5264,269.1043,0.483587,0.462178,0.504996
18960,262.0149,256.9193,267.1105,0.496394,0.479644,0.513145
18961,257.3338,252.1389,262.5286,0.507772,0.486042,0.529502
18962,261.4065,256.7077,266.1053,0.497171,0.480327,0.514014
18963,260.2273,255.0402,265.4143,0.505612,0.484921,0.526303
18964,260.1824,254.7896,265.5751,0.499749,0.476354,0.523145
18965,257.9592,252.9288,262.9896,0.491865,0.474810,0.508919
18966,267.0972,262.3643,271.8301,0.478480,0.462559,0.494401
18967,260.0026,254.9092,265.0959,0.485636,0.468518,0.502755
18968,260.7734,255.6333,265.9136,0.490246,0.472226,0.508267
18969,260.0264,254.0730,265.9799,0.504649,0.483224,0.526073
18970,261.4964,255.9302,267.0627,0.497614,0.475955,0.519272
18971,260.3814,254.7276,266.0352,0.489671,0.468402,0.510941
18972,258.1540,252.8342,263.4739,0.498974,0.478442,0.519506
18973,262.5577,257.0819,268.0334,0.491362,0.472846,0.509879
18974,264.2808,258.7086,269.8529,0.496343,0.472640,0.520046
18975,261.6047,256.3030,266.9063,0.491301,0.472578,0.510023
18976,257.4889,251.9969,262.9808,0.492562,0.474427,0.510697
18977,256.7778,251.3043,262.2512,0.502148,0.483497,0.520799
18978,257.7758,251.7337,263.8178,0.504820,0.481064,0.528576
18979,258.1701,253.1397,263.2005,0.488613,0.470672,0.506554
18980,259.9512,254.7973,265.1051,0.495195,0.477896,0.512493
18981,255.2780,248.9815,261.5746,0.506897,0.482867,0.530927
18982,261.3217,255.3157,267.3277,0.488226,0.469280,0.507173
18983,263.7229,258.6240,268.8218,0.486201,0.469557,0.502845
18984,263.3085,257.9744,268.6425,0.477412,0.457806,0.497017
18985,263.0028,258.1936,267.8119,0.485568,0.469088,0.502048
18986,260.7017,255.9656,265.4377,0.491650,0.476285,0.507014
18987,261.5709,255.9994,267.1423,0.483217,0.463756,0.502678
18988,257.3890,252.0991,262.6789,0.496640,0.476866,0.516414
18989,253.1071,248.1375,258.0768,0.509661,0.488841,0.530481
18990,258.0818,251.7533,264.4102,0.493084,0.472257,0.513910
18991,262.3314,258.1927,266.4700,0.487751,0.473598,0.501904
18992,258.8411,253.6219,264.0603,0.496642,0.477579,0.515706
18993,255.8902,250.6083,261.1720,0.500787,0.484657,0.516917
18994,258.2359,252.1941,264.2777,0.502430,0.478970,0.525891
18995,259.9948,254.5244,265.4653,0.502737,0.484668,0.520807
18996,249.4806,243.6767,255.2846,0.524678,0.503813,0.545543
18997,260.1942,255.0443,265.3442,0.499064,0.478709,0.519419
18998,259.7087,254.6333,264.7841,0.494648,0.480051,0.509246
18999,261.8188,256.1573,267.4803,0.488638,0.471466,0.505810
19000,258.4272,253.3743,263.4800,0.511517,0.491074,0.531961
19001,258.3985,253.6907,263.1063,0.506784,0.486732,0.526836
19002,257.6378,252.4972,262.7785,0.499567,0.481455,0.517679
19003,254.4295,249.4229,259.4361,0.498858,0.480668,0.517047
19004,263.7744,258.6658,268.8830,0.485477,0.467604,0.503350
19005,262.8931,256.8948,268.8915,0.483020,0.463930,0.502110
19006,257.7144,252.3655,263.0632,0.503648,0.484855,0.522441
19007,261.6730,256.0300,267.3160,0.485776,0.466122,0.505431
19008,262.1725,255.8662,268.4789,0.490797,0.470316,0.511279
19009,261.5086,256.9098,266.1073,0.485018,0.467592,0.502444
19010,257.9680,253.7198,262.2161,0.500052,0.480621,0.519484
19011,261.0736,255.5563,266.5910,0.489268,0.470241,0.508296
19012,258.9442,251.9342,265.9542,0.495828,0.473989,0.517666
19013,261.5760,256.3774,266.7745,0.492963,0.473094,0.512832
19014,259.0865,253.7660,264.4069,0.495078,0.475674,0.514482
19015,258.9336,254.1784,263.6888,0.502002,0.481343,0.522662
19016,255.9213,249.6312,262.2114,0.492895,0.473204,0.512587
19017,259.5069,253.2614,265.7524,0.490086,0.470477,0.509696
19018,261.8368,257.2607,266.4128,0.488257,0.470520,0.505993
19019,260.6637,255.3504,265.9771,0.492408,0.475380,0.509436
19020,258.4858,253.7220,263.2496,0.490118,0.474507,0.505730
19021,258.8344,253.5908,264.0780,0.481939,0.465176,0.498702
19022,254.6585,249.3057,260.0114,0.511994,0.491696,0.532291
19023,258.4545,253.5025,263.4066,0.495403,0.477938,0.512868
19024,260.7837,255.8882,265.6792,0.489305,0.474640,0.503969
19025,260.9235,255.5750,266.2720,0.490231,0.472307,0.508154
19026,264.1736,259.2240,269.1232,0.484353,0.469051,0.499654
19027,260.0367,254.8507,265.2227,0.483422,0.465999,0.500845
19028,259.7751,254.3766,265.1736,0.499973,0.478361,0.521585
19029,261.5803,256.5211,266.6395,0.491555,0.470126,0.512984
19030,257.4990,252.2479,262.7501,0.514860,0.495325,0.534395
19031,261.4886,256.8693,266.1080,0.495591,0.476564,0.514618
19032,258.2549,252.7392,263.7706,0.499445,0.477856,0.521035
19033,260.7052,255.1267,266.2836,0.484480,0.465056,0.503904
19034,261.4561,256.3560,266.5562,0.486433,0.468626,0.504240
19035,261.1464,256.1776,266.1153,0.497458,0.478932,0.515985
19036,257.1537,251.5381,262.7693,0.491814,0.473728,0.509900
19037,258.7719,253.2303,264.3134,0.499407,0.480197,0.518617
19038,262.7217,257.5407,267.9026,0.489511,0.474449,0.504574
19039,261.9173,256.6218,267.2128,0.490397,0.473140,0.507654
19040,263.6362,259.3973,267.8752,0.484604,0.468890,0.500318
19041,261.7574,256.7076,266.8071,0.500762,0.482667,0.518856
19042,259.1944,253.7262,264.6626,0.511318,0.488602,0.534033
19043,261.8847,256.0231,267.7464,0.485711,0.465126,0.506295
19044,259.3245,254.1072,264.5417,0.499065,0.477474,0.520656
19045,259.0269,253.8587,264.1952,0.513549,0.491733,0.535366
19046,260.3479,254.7641,265.9316,0.498948,0.483004,0.514892
19047,256.5052,250.3047,262.7057,0.497173,0.473949,0.520398
19048,257.3433,252.7623,261.9243,0.498258,0.482565,0.513952
19049,257.4657,251.7313,263.2001,0.492154,0.473762,0.510546
19050,258.9878,254.2137,263.7619,0.496128,0.479628,0.512628
19051,256.6072,250.7483,262.4661,0.507828,0.484512,0.531143
19052,263.3204,258.9023,267.7385,0.490431,0.474273,0.506589
19053,262.1738,257.4708,266.8767,0.483221,0.463200,0.503242
19054,263.7516,258.0503,269.4530,0.476928,0.458893,0.494962
19055,255.0593,249.0231,261.0954,0.508388,0.485899,0.530877
19056,259.0743,255.1580,262.9907,0.480206,0.464533,0.495880
19057,259.5407,253.7373,265.3441,0.493131,0.474269,0.511993
19058,261.3097,257.1894,265.4301,0.491186,0.476187,0.506185
19059,256.7342,250.9776,262.4909,0.502928,0.483332,0.522524
19060,259.2148,253.5677,264.8620,0.492475,0.475386,0.509564
19061,265.3669,260.2951,270.4387,0.491962,0.471908,0.512015
19062,261.1696,255.3493,266.9898,0.482717,0.466614,0.498820
19063,263.5158,258.3050,268.7266,0.493553,0.473478,0.513629
19064,257.1284,251.6497,262.6071,0.495997,0.476352,0.515643
19065,262.5994,256.9181,268.2807,0.489674,0.467518,0.511829
19066,261.9645,256.5928,267.3361,0.488657,0.469814,0.507501
19067,265.9054,261.1382,270.6726,0.474352,0.456553,0.492152
19068,260.8916,255.5162,266.2671,0.482628,0.466171,0.499084
19069,259.5052,254.1402,264.8702,0.485772,0.466437,0.505106
19070,258.0680,251.3512,264.7848,0.480730,0.460544,0.500915
19071,259.7490,254.3650,265.1330,0.495244,0.477110,0.513377
19072,260.7149,256.1191,265.3106,0.489580,0.472609,0.506551
19073,262.0957,257.6533,266.5380,0.490227,0.473920,0.506534
19074,263.2455,258.0593,268.4316,0.488222,0.469143,0.507300
19075,259.2733,253.8888,264.6578,0.496175,0.474786,0.517564
19076,259.2538,253.7860,264.7216,0.496747,0.477516,0.515978
19077,256.1254,250.2244,262.0265,0.508603,0.487039,0.530167
19078,260.2823,254.9543,265.6102,0.474119,0.454786,0.493451
19079,260.8982,256.2642,265.5322,0.481415,0.465458,0.497372
19080,256.1490,249.5743,262.7237,0.501007,0.477700,0.524315
19081,257.8684,251.7738,263.9630,0.499362,0.479826,0.518898
19082,260.9497,255.3772,266.5223,0.498300,0.479483,0.517117
19083,266.3280,261.1230,271.5330,0.475702,0.459321,0.492083
19084,265.3615,260.4044,270.3187,0.475438,0.458697,0.492178
