alpha0,episodio,retorno_medio,td_medio
0.1,57858,239.2454,0.596654
0.1,57859,244.9981,0.583017
0.1,57860,244.6720,0.588177
0.1,57861,236.2221,0.634250
0.1,57862,239.0637,0.595227
0.1,57863,236.7308,0.612780
0.1,57864,249.8736,0.557670
0.1,57865,246.4912,0.568348
0.1,57866,250.8635,0.580225
0.1,57867,244.0564,0.594633
0.1,57868,241.5820,0.596027
0.1,57869,246.4450,0.585449
0.1,57870,243.5612,0.625694
0.1,57871,242.2379,0.595701
0.1,57872,243.9740,0.599651
0.1,57873,243.0542,0.590773
0.1,57874,247.4719,0.582628
0.1,57875,239.3332,0.611525
0.1,57876,244.8058,0.572195
0.1,57877,241.7100,0.595648
0.1,57878,243.6117,0.603546
0.1,57879,240.0039,0.572030
0.1,57880,236.0676,0.597837
0.1,57881,237.7601,0.590236
0.1,57882,231.4152,0.625750
0.1,57883,246.6973,0.583895
0.1,57884,231.1426,0.617111
0.1,57885,247.9038,0.578041
0.1,57886,235.8330,0.602045
0.1,57887,243.2119,0.580010
0.1,57888,240.3750,0.564559
0.1,57889,236.6049,0.614491
0.1,57890,250.9893,0.572863
0.1,57891,233.2167,0.626889
0.1,57892,238.2624,0.601118
0.1,57893,247.0741,0.599592
0.1,57894,240.0733,0.608450
0.1,57895,239.2769,0.621979
0.1,57896,239.3890,0.607561
0.1,57897,239.0765,0.595297
0.1,57898,242.0864,0.585886
0.1,57899,246.1799,0.569026
0.1,57900,248.5668,0.572168
0.1,57901,251.0330,0.569677
0.1,57902,239.7842,0.589609
0.1,57903,245.9040,0.558223
0.1,57904,241.0534,0.573062
0.1,57905,247.7704,0.585062
0.1,57906,240.6162,0.607141
0.1,57907,243.9190,0.598250
0.1,57908,246.9006,0.580029
0.1,57909,235.0876,0.627906
0.1,57910,239.3685,0.614527
0.1,57911,242.6479,0.577435
0.1,57912,243.9924,0.574884
0.1,57913,239.3904,0.597166
0.1,57914,247.1619,0.587676
0.1,57915,248.3961,0.572210
0.1,57916,244.8138,0.579967
0.1,57917,245.6813,0.585900
0.1,57918,239.3544,0.593270
0.1,57919,246.4958,0.601170
0.1,57920,246.7409,0.571636
0.1,57921,237.7395,0.599026
0.1,57922,247.2141,0.589041
0.1,57923,239.2000,0.594414
0.1,57924,237.4840,0.627819
0.1,57925,246.4273,0.581038
0.1,57926,242.3866,0.587880
0.1,57927,245.9974,0.568675
0.1,57928,255.0840,0.558792
0.1,57929,249.6919,0.588261
0.1,57930,239.8029,0.589546
0.1,57931,246.1390,0.616847
0.1,57932,246.9893,0.590444
0.1,57933,234.2136,0.608716
0.1,57934,239.5721,0.594364
0.1,57935,248.9907,0.572298
0.1,57936,248.0033,0.557586
0.1,57937,240.2137,0.577988
0.1,57938,235.3539,0.606827
0.1,57939,247.3832,0.572338
0.1,57940,241.2003,0.582721
0.1,57941,240.5154,0.589992
0.1,57942,241.3530,0.573219
0.1,57943,244.5214,0.610229
0.1,57944,256.2869,0.554768
0.1,57945,246.4583,0.581476
0.1,57946,243.2631,0.565744
0.1,57947,240.9856,0.611504
0.1,57948,247.1530,0.584851
0.1,57949,235.1505,0.626460
0.1,57950,242.1932,0.609967
0.1,57951,234.4563,0.615131
0.1,57952,242.3566,0.597487
0.1,57953,245.2143,0.612652
0.1,57954,243.3588,0.583070
0.1,57955,246.8326,0.572152
0.1,57956,240.7443,0.581785
0.1,57957,238.0203,0.595849
0.1,57958,242.9416,0.599404
0.1,57959,249.7076,0.574520
0.1,57960,235.4018,0.606682
0.1,57961,236.0773,0.618259
0.1,57962,244.1819,0.577986
0.1,57963,249.0815,0.570928
0.1,57964,234.6473,0.599619
0.1,57965,240.2520,0.614211
0.1,57966,249.0236,0.573497
0.1,57967,239.6984,0.599424
0.1,57968,246.0592,0.579637
0.1,57969,239.0496,0.602800
0.1,57970,235.3582,0.605331
0.1,57971,242.7843,0.599001
0.1,57972,234.4391,0.626475
0.1,57973,245.2948,0.575418
0.1,57974,254.0526,0.545609
0.1,57975,255.9892,0.579260
0.1,57976,242.6173,0.590220
0.1,57977,236.9637,0.607846
0.1,57978,243.8582,0.583562
0.1,57979,228.9170,0.633136
0.1,57980,244.4406,0.599953
0.1,57981,248.0477,0.585879
0.1,57982,244.9681,0.587894
0.1,57983,237.8586,0.597438
0.1,57984,237.9522,0.577785
0.1,57985,244.7477,0.588004
0.1,57986,246.6963,0.603496
0.1,57987,247.1708,0.569607
0.1,57988,246.5355,0.592433
0.1,57989,249.5932,0.579488
0.1,57990,247.8236,0.577020
0.1,57991,247.8329,0.572503
0.1,57992,243.0691,0.575642
0.1,57993,243.8698,0.586275
0.1,57994,237.8925,0.615242
0.1,57995,242.4657,0.598040
0.1,57996,245.5142,0.560007
0.1,57997,241.4584,0.617518
0.1,57998,245.0413,0.583429
0.1,57999,241.9820,0.594119
0.1,58000,241.3419,0.599620
0.1,58001,248.3871,0.575112
0.1,58002,238.9177,0.595796
0.1,58003,237.7047,0.612032
0.1,58004,243.4450,0.598642
0.1,58005,240.5298,0.594080
0.1,58006,237.9423,0.593359
0.1,58007,238.7423,0.585102
0.1,58008,248.4973,0.571089
0.1,58009,237.2365,0.607437
0.1,58010,246.8362,0.600833
0.1,58011,241.6789,0.570256
0.1,58012,241.1547,0.599889
0.1,58013,242.3356,0.593825
0.1,58014,245.5120,0.573291
0.1,58015,246.5090,0.582570
0.1,58016,246.4009,0.596218
0.1,58017,235.6435,0.602722
0.1,58018,243.2877,0.580858
0.1,58019,235.2787,0.618567
0.1,58020,240.3956,0.594135
0.1,58021,239.2442,0.592851
0.1,58022,245.5315,0.592048
0.1,58023,242.1835,0.590968
0.1,58024,240.6333,0.602062
0.1,58025,239.7292,0.584686
0.1,58026,241.2507,0.609612
0.1,58027,241.7195,0.596048
0.1,58028,242.7815,0.564996
0.1,58029,247.2092,0.578085
0.1,58030,239.8669,0.608466
0.1,58031,234.9993,0.598846
0.1,58032,237.1717,0.615929
0.1,58033,238.9791,0.599918
0.1,58034,247.2273,0.567518
0.1,58035,247.2342,0.579758
0.1,58036,239.6336,0.583864
0.1,58037,247.0438,0.583350
0.1,58038,249.2456,0.578688
0.1,58039,240.9463,0.587669
0.1,58040,240.7380,0.613187
0.1,58041,240.4700,0.579943
0.1,58042,242.8838,0.600895
0.1,58043,241.4146,0.612366
0.1,58044,251.7761,0.566154
0.1,58045,240.0287,0.596433
0.1,58046,246.3801,0.593877
0.1,58047,242.7903,0.603741
0.1,58048,239.8336,0.594479
0.1,58049,246.9744,0.565744
0.1,58050,249.8993,0.561006
0.1,58051,241.4096,0.593694
0.1,58052,246.4189,0.584645
0.1,58053,242.4333,0.618702
0.1,58054,243.3694,0.611223
0.1,58055,240.6547,0.596618
0.1,58056,245.3792,0.579092
0.1,58057,245.6512,0.561990
0.1,58058,245.5393,0.579733
0.1,58059,248.3020,0.578266
0.1,58060,248.6427,0.563435
0.1,58061,242.0672,0.612707
0.1,58062,247.4613,0.579339
0.1,58063,240.2487,0.604524
0.1,58064,245.7164,0.577423
0.1,58065,242.1043,0.600761
0.1,58066,251.5790,0.578585
0.1,58067,247.6427,0.570978
0.1,58068,241.6666,0.590608
0.1,58069,247.1736,0.581550
0.1,58070,237.2821,0.608114
0.1,58071,239.8227,0.605040
0.1,58072,237.2468,0.612327
0.1,58073,244.8156,0.574322
0.1,58074,249.5131,0.590397
0.1,58075,244.6244,0.584003
0.1,58076,240.9421,0.612739
0.1,58077,233.7496,0.622516
0.1,58078,240.3184,0.611407
0.1,58079,241.5604,0.605090
0.1,58080,246.0445,0.580247
0.1,58081,245.4263,0.582399
0.1,58082,246.7160,0.575779
0.1,58083,238.0450,0.585952
0.1,58084,243.2161,0.584134
0.1,58085,241.6835,0.600463
0.1,58086,240.2573,0.589745
0.1,58087,236.5472,0.603293
0.1,58088,247.7924,0.577072
0.1,58089,235.9083,0.602398
0.1,58090,243.5515,0.581538
0.1,58091,245.0491,0.574996
0.1,58092,239.0916,0.574925
0.1,58093,242.5361,0.577245
0.1,58094,237.7748,0.583815
0.1,58095,242.7174,0.573383
0.1,58096,239.9421,0.605596
0.1,58097,240.7293,0.584431
0.1,58098,247.0400,0.567272
0.1,58099,234.9855,0.608082
0.1,58100,236.5156,0.619175
0.1,58101,235.3282,0.604214
0.1,58102,233.3396,0.616959
0.1,58103,243.0039,0.589329
0.1,58104,245.9098,0.580433
0.1,58105,237.8093,0.602726
0.1,58106,233.0605,0.610937
0.1,58107,244.7036,0.569262
0.1,58108,241.1778,0.601578
0.1,58109,240.1404,0.566547
0.1,58110,236.9492,0.616702
0.1,58111,250.2663,0.571214
0.1,58112,244.4212,0.580579
0.1,58113,235.4287,0.617215
0.1,58114,238.5176,0.619965
0.1,58115,249.9752,0.548408
0.1,58116,250.4570,0.571868
0.1,58117,241.1906,0.588564
0.1,58118,235.8977,0.604609
0.1,58119,233.1588,0.601445
0.1,58120,239.2531,0.633229
0.1,58121,241.6714,0.596967
0.1,58122,248.6210,0.578244
0.1,58123,241.8943,0.591262
0.1,58124,244.2468,0.570555
0.1,58125,245.5456,0.572696
0.1,58126,243.4437,0.620148
0.1,58127,248.9962,0.571959
0.1,58128,239.2246,0.601495
0.1,58129,240.8239,0.607286
0.1,58130,247.6960,0.589562
0.1,58131,247.0123,0.595901
0.1,58132,243.9640,0.604925
0.1,58133,242.6134,0.610436
0.1,58134,242.0042,0.604966
0.1,58135,243.2585,0.597925
0.1,58136,243.4742,0.615560
0.1,58137,245.7909,0.605986
0.1,58138,240.1344,0.590091
0.1,58139,250.1686,0.577740
0.1,58140,244.1787,0.602943
0.1,58141,241.3118,0.594471
0.1,58142,241.2320,0.595460
0.1,58143,244.5746,0.589513
0.1,58144,246.0074,0.594963
0.1,58145,234.8331,0.601407
0.1,58146,245.6207,0.593994
0.1,58147,243.6220,0.588278
0.1,58148,238.2239,0.616331
0.1,58149,243.1643,0.574436
0.1,58150,249.6895,0.590912
0.1,58151,244.3670,0.582839
0.1,58152,249.2945,0.566700
0.1,58153,232.5175,0.611668
0.1,58154,241.9698,0.587359
0.1,58155,244.8396,0.577521
0.1,58156,240.5892,0.604062
0.1,58157,247.5489,0.579136
0.1,58158,239.2449,0.611999
0.1,58159,244.3208,0.570998
0.1,58160,240.0714,0.597679
0.1,58161,243.0354,0.599382
0.1,58162,246.3201,0.592230
0.1,58163,243.0836,0.609382
0.1,58164,240.9758,0.615128
0.1,58165,247.0095,0.589152
0.1,58166,245.1655,0.588624
0.1,58167,251.4245,0.577601
0.1,58168,245.0993,0.592364
0.1,58169,243.1106,0.567575
0.1,58170,250.5378,0.591854
0.1,58171,242.6321,0.589154
0.1,58172,241.9802,0.594535
0.1,58173,240.7441,0.573177
0.1,58174,238.1298,0.605168
0.1,58175,241.8054,0.583952
0.1,58176,252.6582,0.560460
0.1,58177,237.1818,0.615119
0.1,58178,240.9424,0.594233
0.1,58179,244.3893,0.573807
0.1,58180,238.3130,0.610597
0.1,58181,243.3876,0.608333
0.1,58182,244.5776,0.591476
0.1,58183,238.9241,0.597905
0.1,58184,244.3688,0.609419
0.1,58185,245.4892,0.596700
0.1,58186,242.7767,0.592740
0.1,58187,246.1100,0.586236
0.1,58188,243.6845,0.579730
0.1,58189,245.6613,0.579795
0.1,58190,251.0148,0.566871
0.1,58191,243.0227,0.602640
0.1,58192,244.1344,0.587492
0.1,58193,240.4904,0.617241
0.1,58194,243.7505,0.586627
0.1,58195,247.6228,0.558710
0.1,58196,246.3703,0.590732
0.1,58197,245.8004,0.585501
0.1,58198,248.2253,0.565193
0.1,58199,247.9719,0.579524
0.1,58200,246.5560,0.593150
0.1,58201,246.4204,0.561749
0.1,58202,241.8447,0.586884
0.1,58203,242.3766,0.600996
0.1,58204,233.8247,0.601318
0.1,58205,237.3081,0.606338
0.1,58206,240.6860,0.604596
0.1,58207,249.0075,0.573951
0.1,58208,239.0443,0.585426
0.1,58209,250.1146,0.578901
0.1,58210,238.0742,0.628680
0.1,58211,241.3832,0.584454
0.1,58212,249.2074,0.580684
0.1,58213,240.4210,0.600110
0.1,58214,236.4327,0.588658
0.1,58215,240.5042,0.583765
0.1,58216,238.1616,0.590447
0.1,58217,247.8348,0.588638
0.1,58218,241.8248,0.598521
0.1,58219,241.4648,0.582462
0.1,58220,247.7342,0.564443
0.1,58221,240.9127,0.577689
0.1,58222,235.7227,0.621158
0.1,58223,246.6534,0.588017
0.1,58224,236.3439,0.617109
0.1,58225,241.5573,0.604300
0.1,58226,237.9293,0.611587
0.1,58227,242.3099,0.597498
0.1,58228,240.8538,0.581303
0.1,58229,243.1817,0.595010
0.1,58230,242.1539,0.592042
0.1,58231,243.7034,0.575494
0.1,58232,243.6656,0.574211
0.1,58233,242.6406,0.592823
0.1,58234,238.0097,0.604845
0.1,58235,242.3890,0.580707
0.1,58236,239.9340,0.604043
0.1,58237,242.4589,0.590113
0.1,58238,238.5901,0.611857
0.1,58239,245.1546,0.579224
0.1,58240,247.3509,0.581876
0.1,58241,239.9586,0.595151
0.1,58242,241.0605,0.584478
0.1,58243,254.7423,0.570010
0.1,58244,248.9009,0.570692
0.1,58245,244.0064,0.590887
0.1,58246,241.0307,0.592690
0.1,58247,237.1789,0.614357
0.1,58248,249.7704,0.567548
0.1,58249,243.1764,0.580391
0.1,58250,245.4859,0.594843
0.1,58251,237.2855,0.604335
0.1,58252,241.4689,0.590377
0.1,58253,248.9639,0.584432
0.1,58254,246.1385,0.591997
0.1,58255,242.3758,0.593540
0.1,58256,241.5157,0.588774
0.1,58257,249.0144,0.570178
0.1,58258,242.3539,0.590067
0.1,58259,234.0400,0.602746
0.1,58260,238.6453,0.610451
0.1,58261,238.7126,0.581435
0.1,58262,240.3915,0.608388
0.1,58263,240.4266,0.603503
0.1,58264,244.3527,0.592103
0.1,58265,238.6004,0.613062
0.1,58266,239.1731,0.590826
0.1,58267,237.7122,0.635490
0.1,58268,241.4450,0.592412
0.1,58269,240.9702,0.609265
0.1,58270,245.1634,0.577401
0.1,58271,250.2329,0.560787
0.1,58272,250.1243,0.570974
0.1,58273,238.1544,0.595081
0.1,58274,253.0407,0.569775
0.1,58275,245.1166,0.584434
0.1,58276,240.6912,0.600405
0.1,58277,243.1375,0.584228
0.1,58278,245.8603,0.573664
0.1,58279,239.0182,0.597971
0.1,58280,252.3082,0.586100
0.1,58281,241.6392,0.589647
0.1,58282,246.2485,0.592726
0.1,58283,244.7601,0.588055
0.1,58284,246.1985,0.572731
0.1,58285,238.2431,0.605626
0.1,58286,248.6021,0.592357
0.1,58287,242.8805,0.605938
0.1,58288,240.7362,0.588509
0.1,58289,243.1711,0.586960
0.1,58290,245.7171,0.598669
0.1,58291,243.5779,0.606350
0.1,58292,246.3541,0.591836
0.1,58293,243.8692,0.596132
0.1,58294,246.0088,0.584545
0.1,58295,242.6355,0.591059
0.1,58296,236.4005,0.626049
0.1,58297,238.7963,0.596471
0.1,58298,245.0993,0.585294
0.1,58299,242.8231,0.571405
0.1,58300,240.9548,0.617235
0.1,58301,242.8016,0.579725
0.1,58302,245.2112,0.598372
0.1,58303,229.4471,0.611576
0.1,58304,238.0387,0.621404
0.1,58305,243.3625,0.604560
0.1,58306,242.5234,0.594446
0.1,58307,247.2275,0.576025
0.1,58308,237.3095,0.585425
0.1,58309,233.4506,0.614582
0.1,58310,241.1573,0.602376
0.1,58311,244.5941,0.582673
0.1,58312,236.7675,0.612468
0.1,58313,241.0513,0.576223
0.1,58314,241.5446,0.582520
0.1,58315,244.8680,0.590922
0.1,58316,237.4361,0.604872
0.1,58317,240.5553,0.598174
0.1,58318,238.4603,0.610080
0.1,58319,238.6931,0.589557
0.1,58320,253.2694,0.546281
0.1,58321,246.4107,0.576436
0.1,58322,241.5611,0.566342
0.1,58323,245.9261,0.581417
0.1,58324,239.6830,0.592305
0.1,58325,250.9066,0.575665
0.1,58326,236.0418,0.591265
0.1,58327,248.3519,0.586987
0.1,58328,242.4548,0.572925
0.1,58329,243.4321,0.596883
0.1,58330,244.2060,0.582185
0.1,58331,239.2715,0.610897
0.1,58332,245.2766,0.587124
0.1,58333,249.5369,0.561428
0.1,58334,246.2074,0.579555
0.1,58335,241.7924,0.606525
0.1,58336,237.3337,0.630301
0.1,58337,240.9055,0.581194
0.1,58338,246.8315,0.587084
0.1,58339,248.0928,0.574242
0.1,58340,244.0698,0.579694
0.1,58341,243.1443,0.583783
0.1,58342,238.1442,0.589059
0.1,58343,240.9736,0.590952
0.1,58344,245.4856,0.579259
0.1,58345,250.9451,0.586650
0.1,58346,237.3731,0.626736
0.1,58347,247.8510,0.557928
0.1,58348,238.3530,0.589172
0.1,58349,250.3996,0.597475
0.1,58350,239.3560,0.590560
0.1,58351,237.7288,0.601651
0.1,58352,250.4971,0.581730
0.1,58353,247.7733,0.615739
0.1,58354,242.7096,0.591790
0.1,58355,242.8755,0.585595
0.1,58356,237.8923,0.592665
0.1,58357,240.5214,0.597550
0.1,58358,244.3820,0.600830
0.1,58359,235.7393,0.614177
0.1,58360,242.2955,0.593216
0.1,58361,242.5579,0.596415
0.1,58362,245.5049,0.583906
0.1,58363,238.6197,0.611534
0.1,58364,248.7135,0.569479
0.1,58365,241.1353,0.609177
0.1,58366,242.5945,0.569457
0.1,58367,235.6517,0.612851
0.1,58368,242.3821,0.585751
0.1,58369,246.1387,0.567375
0.1,58370,243.5694,0.588336
0.1,58371,242.2937,0.602845
0.1,58372,244.1917,0.596690
0.1,58373,241.1447,0.596315
0.1,58374,243.5201,0.602195
0.1,58375,242.7622,0.592039
0.1,58376,239.6459,0.612092
0.1,58377,243.9527,0.589274
0.1,58378,240.7035,0.612519
0.1,58379,239.2043,0.611098
0.1,58380,239.1272,0.587984
0.1,58381,234.2634,0.613616
0.1,58382,234.2510,0.610857
0.1,58383,248.7646,0.572067
0.1,58384,245.3703,0.572951
0.1,58385,238.1525,0.612344
0.1,58386,246.2128,0.598428
0.1,58387,242.1078,0.580398
0.1,58388,233.9408,0.605310
0.1,58389,245.7050,0.593600
0.1,58390,244.1233,0.586378
0.1,58391,240.4803,0.601480
0.1,58392,242.0180,0.585137
0.1,58393,240.3110,0.615448
0.1,58394,240.4814,0.601303
0.1,58395,245.8450,0.580283
0.1,58396,244.7215,0.571272
0.1,58397,248.5544,0.593900
0.1,58398,237.9737,0.591912
0.1,58399,246.2728,0.587067
0.1,58400,241.8240,0.607948
0.1,58401,240.7655,0.618025
0.1,58402,246.9027,0.593943
0.1,58403,239.0669,0.590806
0.1,58404,246.4116,0.572953
0.1,58405,243.9773,0.573470
0.1,58406,248.9852,0.578856
0.1,58407,242.9823,0.594966
0.1,58408,235.3991,0.598719
0.1,58409,243.4350,0.591268
0.1,58410,240.7073,0.580280
0.1,58411,246.7417,0.593323
0.1,58412,240.6700,0.585890
0.1,58413,247.4480,0.579332
0.1,58414,247.9367,0.583827
0.1,58415,247.3852,0.573889
0.1,58416,245.6425,0.580282
0.1,58417,240.6468,0.594263
0.1,58418,240.4657,0.613402
0.1,58419,247.8679,0.569173
0.1,58420,237.0103,0.587234
0.1,58421,250.1823,0.571835
0.1,58422,244.8416,0.581269
0.1,58423,232.7405,0.607266
0.1,58424,236.4946,0.581201
0.1,58425,246.4123,0.591303
0.1,58426,238.8614,0.626059
0.1,58427,240.2882,0.594687
0.1,58428,244.2022,0.578112
0.1,58429,244.9082,0.580676
0.1,58430,245.3803,0.582931
0.1,58431,236.9747,0.592234
0.1,58432,242.6273,0.601123
0.1,58433,248.1638,0.569426
0.1,58434,241.0350,0.591634
0.1,58435,247.4804,0.592054
0.1,58436,241.5907,0.604341
0.1,58437,241.1284,0.601173
0.1,58438,246.8045,0.594521
0.1,58439,237.7020,0.605286
0.1,58440,253.7631,0.552180
0.1,58441,237.7463,0.601091
0.1,58442,238.4763,0.589920
0.1,58443,246.6509,0.601355
0.1,58444,242.4850,0.595180
0.1,58445,244.9851,0.579928
0.1,58446,246.4597,0.592315
0.1,58447,243.5587,0.597024
0.1,58448,240.9462,0.608859
0.1,58449,243.8490,0.569099
0.1,58450,242.1161,0.602122
0.1,58451,233.2262,0.611306
0.1,58452,237.8325,0.604102
0.1,58453,243.8718,0.572893
0.1,58454,249.8838,0.575374
0.1,58455,238.9668,0.597700
0.1,58456,249.4214,0.574480
0.1,58457,246.0157,0.594920
0.1,58458,242.2912,0.571705
0.1,58459,239.1751,0.596635
0.1,58460,242.5048,0.604446
0.1,58461,241.8996,0.596107
0.1,58462,238.7206,0.616570
0.1,58463,248.6909,0.588807
0.1,58464,249.4458,0.584088
0.1,58465,244.5989,0.571290
0.1,58466,237.5132,0.609539
0.1,58467,239.8500,0.612790
0.1,58468,234.2479,0.623128
0.1,58469,244.7150,0.592147
0.1,58470,245.4060,0.586265
0.1,58471,246.4689,0.587073
0.1,58472,236.9791,0.603338
0.1,58473,238.5395,0.592856
0.1,58474,253.2958,0.572249
0.1,58475,246.7211,0.593181
0.1,58476,239.9380,0.591370
0.1,58477,242.8991,0.576255
0.1,58478,240.4404,0.593550
0.1,58479,248.5586,0.587699
0.1,58480,239.1578,0.597510
0.1,58481,239.4130,0.596294
0.1,58482,239.4588,0.600824
0.1,58483,238.6117,0.608006
0.1,58484,241.1376,0.600596
0.1,58485,235.8627,0.611180
0.1,58486,238.6743,0.605117
0.1,58487,244.7608,0.568385
0.1,58488,241.8821,0.586678
0.1,58489,242.0312,0.590445
0.1,58490,236.4840,0.617370
0.1,58491,248.0485,0.586975
0.1,58492,238.7643,0.599159
0.1,58493,236.7115,0.608575
0.1,58494,239.1145,0.597853
0.1,58495,239.8109,0.608658
0.1,58496,234.3313,0.616854
0.1,58497,239.0855,0.600825
0.1,58498,245.4117,0.575809
0.1,58499,247.6498,0.597911
0.1,58500,246.2974,0.578053
0.1,58501,240.7525,0.588403
0.1,58502,245.2552,0.581145
0.1,58503,240.2040,0.602353
0.1,58504,241.2651,0.608625
0.1,58505,241.6840,0.586405
0.1,58506,243.0051,0.596156
0.1,58507,238.1429,0.593797
0.1,58508,236.8352,0.607752
0.1,58509,243.7915,0.579918
0.1,58510,234.5112,0.595053
0.1,58511,242.2221,0.605760
0.1,58512,241.9273,0.574761
0.1,58513,240.4321,0.576554
0.1,58514,244.6190,0.592746
0.1,58515,238.7396,0.610066
0.1,58516,242.6404,0.615869
0.1,58517,245.3845,0.596113
0.1,58518,245.7807,0.563952
0.1,58519,245.2699,0.597583
0.1,58520,251.5864,0.568662
0.1,58521,242.5599,0.597016
0.1,58522,241.7537,0.604229
0.1,58523,241.2583,0.594338
0.1,58524,246.6047,0.577308
0.1,58525,247.5085,0.587094
0.1,58526,242.4307,0.588355
0.1,58527,243.6006,0.595173
0.1,58528,238.9376,0.619777
0.1,58529,239.8647,0.609224
0.1,58530,237.9572,0.601825
0.1,58531,250.1084,0.573306
0.1,58532,238.7379,0.576311
0.1,58533,247.6909,0.570893
0.1,58534,243.5521,0.572156
0.1,58535,245.9647,0.588871
0.1,58536,248.7133,0.583205
0.1,58537,237.8130,0.599086
0.1,58538,240.3170,0.601104
0.1,58539,246.4803,0.570347
0.1,58540,242.6561,0.592464
0.1,58541,241.2924,0.596340
0.1,58542,239.4065,0.606623
0.1,58543,237.5790,0.633730
0.1,58544,244.9559,0.595247
0.1,58545,240.2499,0.598051
0.1,58546,240.5033,0.601862
0.1,58547,256.9553,0.539805
0.1,58548,243.1332,0.600949
0.1,58549,243.2558,0.591418
0.1,58550,246.2642,0.574239
0.1,58551,244.1279,0.578302
0.1,58552,237.4203,0.611915
0.1,58553,248.3240,0.585052
0.1,58554,248.1385,0.563442
0.1,58555,246.5286,0.572014
0.1,58556,242.2480,0.559159
0.1,58557,242.5746,0.608310
0.1,58558,252.8041,0.562109
0.1,58559,242.2352,0.591539
0.1,58560,243.6231,0.583324
0.1,58561,237.4274,0.603547
0.1,58562,241.8371,0.595439
0.1,58563,241.8393,0.592512
0.1,58564,243.5470,0.571881
0.1,58565,235.7383,0.596894
0.1,58566,240.0808,0.593444
0.1,58567,244.9173,0.573820
0.1,58568,247.1912,0.572783
0.1,58569,241.3959,0.618224
0.1,58570,239.2090,0.585497
0.1,58571,241.9192,0.603663
0.1,58572,235.7713,0.598027
0.1,58573,242.7382,0.589571
0.1,58574,244.0835,0.584912
0.1,58575,243.8320,0.598740
0.1,58576,239.5190,0.598357
0.1,58577,237.0594,0.615827
0.1,58578,245.4111,0.576582
0.1,58579,249.5438,0.544224
0.1,58580,241.1181,0.597543
0.1,58581,243.6397,0.598612
0.1,58582,241.7126,0.606225
0.1,58583,233.9025,0.597626
0.1,58584,240.8518,0.600994
0.1,58585,237.0238,0.595764
0.1,58586,234.2056,0.614298
0.1,58587,240.3136,0.597155
0.1,58588,244.2712,0.606848
0.1,58589,240.5574,0.592150
0.1,58590,246.1602,0.562944
0.1,58591,241.1806,0.580138
0.1,58592,240.7839,0.576881
0.1,58593,240.5367,0.579658
0.1,58594,248.2904,0.567063
0.1,58595,242.5973,0.588965
0.1,58596,242.5249,0.609936
0.1,58597,242.7544,0.585253
0.1,58598,239.2960,0.594069
0.1,58599,241.5520,0.597447
0.1,58600,242.2807,0.606873
0.1,58601,244.1092,0.598425
0.1,58602,241.8213,0.577106
0.1,58603,250.4501,0.542527
0.1,58604,245.0953,0.608642
0.1,58605,249.6876,0.592313
0.1,58606,233.8887,0.622958
0.1,58607,245.9899,0.588528
0.1,58608,245.6800,0.574560
0.1,58609,246.6771,0.584181
0.1,58610,245.2230,0.598958
0.1,58611,244.8595,0.589422
0.1,58612,243.5286,0.602148
0.1,58613,235.1055,0.631160
0.1,58614,241.2396,0.578842
0.1,58615,233.6014,0.605359
0.1,58616,246.7193,0.594249
0.1,58617,248.1076,0.565540
0.1,58618,244.9697,0.582319
0.1,58619,242.3686,0.593683
0.1,58620,249.7291,0.575790
0.1,58621,248.3013,0.570342
0.1,58622,244.2196,0.543017
0.1,58623,234.8328,0.575446
0.1,58624,249.8650,0.560215
0.1,58625,244.1339,0.565500
0.1,58626,249.9190,0.586024
0.1,58627,238.8092,0.594155
0.1,58628,243.6025,0.591144
0.1,58629,243.2184,0.597685
0.1,58630,241.8542,0.589639
0.1,58631,242.0297,0.592739
0.1,58632,250.7713,0.565553
0.1,58633,241.0268,0.585836
0.1,58634,234.5283,0.604374
0.1,58635,240.7929,0.583429
0.1,58636,241.9388,0.592263
0.1,58637,243.7695,0.559519
0.1,58638,251.2550,0.568468
0.1,58639,247.0266,0.575610
0.1,58640,239.1138,0.593330
0.1,58641,236.3372,0.602255
0.1,58642,242.8454,0.592514
0.1,58643,246.7293,0.583545
0.1,58644,242.9747,0.600078
0.1,58645,246.3910,0.594126
0.1,58646,242.6247,0.584237
0.1,58647,241.5739,0.608756
0.1,58648,248.5200,0.583959
0.1,58649,234.0755,0.591444
0.1,58650,251.3512,0.572274
0.1,58651,237.0979,0.609599
0.1,58652,247.2002,0.571957
0.1,58653,244.3695,0.567695
0.1,58654,237.5214,0.591990
0.1,58655,241.5640,0.598595
0.1,58656,240.2540,0.627310
0.1,58657,243.4219,0.584028
0.1,58658,233.4625,0.625401
0.1,58659,236.9421,0.606014
0.1,58660,247.3572,0.588094
0.1,58661,238.0385,0.593079
0.1,58662,243.2859,0.590975
0.1,58663,237.8288,0.600566
0.1,58664,240.2445,0.598896
0.1,58665,245.3555,0.565615
0.1,58666,231.9029,0.626269
0.1,58667,242.2504,0.582436
0.1,58668,245.3188,0.567662
0.1,58669,242.2472,0.582607
0.1,58670,236.3351,0.617068
0.1,58671,237.1586,0.603977
0.1,58672,243.2703,0.610112
0.1,58673,245.1843,0.606064
0.1,58674,246.2309,0.576012
0.1,58675,247.9793,0.581891
0.1,58676,254.0504,0.585468
0.1,58677,245.1835,0.594785
0.1,58678,241.9289,0.607015
0.1,58679,242.5680,0.577608
